rok,miasto,nazwa,sentence
2018,Wrocław,Budowa dodatkowego pasa ruchu dedykowanego do skrętu w prawo w ciągu ul. Skarbców przy skrzyżowaniu z ul. Racławicką oraz fragmentu drogi pieszorowerowej wzdłuż nasypu kolejowego.,budowa dodatkowy pasać ruch dedykować skręt skarbiec racławicki fragment drogi pieszorowerowy nasyp kolejowy
2018,Wrocław,Rodzinna strefa zabawy dla młodego odkrywcy i aktywnego rodzica w Parku Wschodnim. Jesteś aktywny i kreatywny Jesteś w Parku Wschodnim,rodzinny zabawa odkrywca aktywny rodzica aktywny kreatywny
2018,Wrocław,Oświetlenie ul. Ułańskiej,oświetlić ułański
2018,Wrocław,Hubach po pachy  Etap I,huba pach
2018,Wrocław,Ciąg pieszojezdny wzdłuż ul. Sudeckiej,pieszojezdny sudecki
2018,Wrocław,Zielone centrum Wrocławia Rewitalizacja podwórka u zbiegu ulic JęczmiennaPszenna,zielony zbieg
2018,Wrocław,Przegrody Wandy. Rewitalizacja przedogrodów przy zespole kamienic przy ul. Wandy  i  oraz ul. Krakusa .,przegroda rewitalizacja zespół kamienica Wandy krakus
2018,Wrocław,Siłownia zewnętrzna w parku przy ul. Kolejowej.,siłownia park kolejowy
2018,Wrocław,droga do kościoła  samoa  przedszkola   szkoły   śmietnika,kościół śmietnik
2018,Wrocław,Renowacja detali architektonicznych na dwóch kamienicach Przedmieścia Oławskiego,renowacja detal architektoniczny kamienica
2018,Wrocław,Przejście na Polską,
2018,Wrocław,Zabytkowe rozdzielnie telefoniczne osiedlową tablicą informacyjną  odnowienie zabezpieczenie przystosowanie pod tablice informacyjne dla mieszkańców Osiedla KarłowiceRóżanka.,zabytkowy rozdzielnia telefoniczny tablica informacyjny odnowić przystosować tablica informacyjny mieszkaniec
2018,Wrocław,Plac zabaw w Parku Tysiąclecia  Średniowieczny Wrocław,plac zabawić
2018,Wrocław,Park Słowackiego na nowo,park nowo
2018,Wrocław,Zabytkowy Ołbin  renowacja kamiennych ławek na Skwerze Ludzi ze znakiem P,zabytkowy renowacja kamienny ławka znak
2018,Wrocław,Usprawnienie ruchu pieszego przy ulicy Estońskiej,ruch pieszy
2018,Wrocław,Zielona Ściana wzdłuż al. Jana II Sobieskiego,zielony
2018,Wrocław,Bezpieczne przejście dla pieszych SkwierzyńskaZaporoska,bezpieczny pieszy
2018,Wrocław,Miniak przy zatłoczonej Karkonoskiej,zatłoczyć
2018,Wrocław,Zielone podwórko  Fiołkowa Nastrojowa Ostrowskiego Grabiszyńska,zielony
2018,Wrocław,Zielona Ściana wzdłuż al. Jana II Sobieskiego I etap,zielony
2018,Wrocław,Zapomniani muchoborzanie  tablica informująca o dawnym cmentarzu ewangelickim znajdującym się na ul. Stanisławowskiej na osiedlu Muchobór Wielki.,zapomnieć tablica informować dawny cmentarz ewangelicki znajdować stanisławowski
2018,Wrocław,Aktywne Kuźniki  plac zabaw i siłownia zewnętrzna dla dzieci i dorosłych ChociebuskaHermanowska ,aktywny plac zabawić siłownia dziecko dorosły
2018,Wrocław,Toalety w centrum miasta,toaleta
2018,Wrocław,Chodnik droga rowerowa i park linearny na Konduktorskiej,chodnik rowerowy park linearny
2018,Wrocław,Nieskończony Zielony  Reaktywacja Zielona rewitalizacja wspólnego placu pomiędzy ulicami NowowiejskaŻeromskiegoOrzeszkowejBarlickiego,skończyć rewitalizacja wspólny plac
2018,Wrocław,Plac Zabaw Kłokoczyce,plac
2018,Wrocław,Brakujące odcinki ścieżki pieszorowerowej przy ulicy Katowickiej  etap .,brakujący pieszorowerowy
2018,Wrocław,Trasa rowerowa od pl. Teatralnego do ul. Kazimierza Wielkiego,trasa rowerowy Polska teatralny
2018,Wrocław,Sensor Zachodnia . Zagospodarowanie wewnętrznego dziedzińca w budynku użyteczności publicznej na Sensorycznego patio oraz stworzenie mobilnego toru do nauki jazdy na wózku inwalidzkim.,sensor zagospodarować wewnętrzny dziedziniec budynek użyteczność stworzyć mobilny tor nauka jazda wózek inwalidzki
2018,Wrocław,Poprawa bezpieczeństwa użytkowania terenów rekreacyjnych w parku przy SP na osiedlu Pawłowice poprzez budowę instalacji oświetleniowej,poprawa użytkować rekreacyjny park budowa instalacja oświetleniowy
2018,Wrocław,Park Rekreacyjny Mikołowska StrachocinSwojczyceWojnów  etap nr ,park
2018,Wrocław,Ptasi Skwer i Leśny Skwer,ptasi
2018,Wrocław,Zielony skwerek Św. Jadwigi,zielony skwerek
2018,Wrocław,Oświetlenie Parku na Brochowie,oświetlić
2018,Wrocław,Teren zielony dla dzieci i dorosłych w osiedlu Kozaków IV przy ul. Gołężyckiej strona południowa,zielony dziecko dorosły
2018,Wrocław,Strefa wypoczynku,wypoczynek
2018,Wrocław,Plac zabaw przy Centrum Historii Zajezdnia,plac zabawić
2018,Wrocław,Oświetlenie i elektryfikacja parku Grochowskiego TAP ,oświetlić elektryfikacja park
2018,Wrocław,Oświetlenie ul. Dzikowskiej wzdłuż parku,oświetlić dzikowski park
2018,Wrocław,Wielki Grabiszyński Akacjowa aleja Odkrywców nasadzenia na ulicy Racławickiej,wielki nasadzić
2018,Wrocław,Brochowskie Skwery  zadbane i odnowione TAP ,brochowski zadbać odnowić
2018,Wrocław,Sygnalizacja świetlna na skrzyżowaniu al. Sobieskiego i ul. Wilanowskiej,sygnalizacja świetlny wilanowski
2018,Wrocław,Fontanna w Parku Brochowskim  rewitalizacja zabytkowego założenia wodnego w Parku Brochowskim,fontanna rewitalizacja zabytkowy wodny
2018,Wrocław,Zielone podwórko Sienkiewicza Świętokrzyska Na Szańcach Bema,zielony
2018,Wrocław,Podjazd dla wózków przy schodach łączących Bulwar Kaczyńskich z Mostem Grunwaldzkim,podjazd wózek schody łączyć
2018,Wrocław,Zielona Litewska rewitalizacja zieleni w pasie pomiędzy ulicą Litewską i Kowieńską ,zielony rewitalizacja zielony pas
2018,Wrocław,Łączymy Promenadę Staromiejską  przejście dla pieszych i przejazd rowerowy przez ul. Piotra Skargi,łączyć pieszy przejazd rowerowy
2018,Wrocław,Nowoczesne toalety na Psim Polu,nowoczesny toaleta
2018,Wrocław,Drzewa dla Wrocławia  nasadzenia na terenach zabytkowych i w śródmieściu,nasadzić zabytkowy
2018,Wrocław,Skwer aktywności na Stabłowicach ul. Arbuzowa,skwer aktywność arbuzowy
2018,Wrocław,Zielony Trójkąt rewitalizacja placu na skrzyżowaniu ulic Kościuszki i Pułaskiego,zielony rewitalizacja plac
2018,Wrocław,Elektroniczne wyświetlacze na przystankach PK na głównych przystankach Oporowa i Mleczny oraz oświetlenie alejki rowerowopieszej ,elektroniczny wyświetlacz przystanek główny przystanek oświetlić alejka rowerowopieszy
2018,Wrocław,Chcemy oddychać  ratujmy starodrzew i zieleń przy ulicach,oddychać ratować starodrzew zieleń
2018,Wrocław,Przejście dla pieszych przez ul. Legnicką na wysokości Nabycińskiej i Rybackiej,pieszy legnicki
2018,Wrocław,Siłownia na świeżym powietrzu w Parku Generała Władysława Andersa.,siłownia świeży
2018,Wrocław,Zabaw dla psów na Boku,zabawić pies
2018,Wrocław,ZIELONY CIK  zagospodarowanie terenu przy ul. Partyzantów Dembowskiego i  Maja dawna  Maja zgłębnik  miejsce wypoczynku i rekreacji dla mieszkańców,zielony zagospodarować partyzant dawny zgłębnik wypoczynek rekreacja mieszkaniec
2018,Wrocław,Uruchomienie zegara na wieży budynku szkolnego przy ul. Jeziorowej ,uruchomić zegar wieża budynek szkolny jeziorowy
2018,Wrocław,Uporządkowanie terenu wokół Jeziora Pawłowskiego,uporządkować
2018,Wrocław,Słoneczny Plac Zabaw Sportu i Rekreacji ŚródmieściePlac Grunwaldzki,słoneczny
2018,Wrocław,Odnóży mozaikowe kwietniki,mozaikowy kwietnik
2018,Wrocław,Brama  Maja rewitalizacjarenowacja Mini Zieleńca  wnętrza na ul.  Maja dawna  Maja  urbanistycznej bramy do Osiedla Sępolno  wymiana istniejącej małej arch. remont piaskownicy,brama dawny urbanistyczny bram wymiana remont piaskownica
2018,Wrocław,Budowa placu zabaw dla dzieci w podwórzu ul. Mosiężnej ,budowa plac zabawić dziecko mosiężny
2019,Wrocław,Zielona rowerowopiesza obwodnica Wrocławia TAP IV  Popowice Szczecin Ołbin Gaj Przedmieście Oławskie Pl. Grunwaldzki Pilczyce Kozaków Zacisze Zalesie Szczytniki ,zielony rowerowopieszy obwodnica grunwaldzki
2019,Wrocław,Tarnogaj dla dzieci  place zabaw  w Parku Tarnogórskim i na ul. Henrykowskiej,dziecko plac zabawić henrykowski
2019,Wrocław,Park HENRYKOWSKI  KolejNaZieleń  etap  ,park henrykowski
2019,Wrocław,ZIELONO MI Parki stawy tereny zielone i sportowe. KARŁOWICE  RÓŻANKA IPA PIOTROWSKA WAWA POLANOWICE  POŚWIĘTNE  LIGA SOŁTYSOWICE PAWŁOWICE.,zielono staw zielony sport różanka piotrowski poświętny ligać
2019,Wrocław,Zielona wstęga Krynicka,zielony wstęga
2019,Wrocław,Strefa Rekreacji Tymiankowy etap IV  oświetlenie toaleta zieleń,oświetlić toaleta zieleń
2019,Wrocław,Strefa wypoczynku bez granic,wypoczynek granica
2019,Wrocław,Zielony Ołbin Rewitalizacja ulicy Paryskiej i Jana Henryka Pestalozziego,zielony
2019,Wrocław,Choć jedna latarnia na podwórku,jednać latarnia
2019,Wrocław,Parkowy Gaj  kolejny etap budowy parku,parkowy kolejny budowa park
2019,Wrocław,Bulwar Fizyków  ogród doświadczeń nad Odrą  etap II,bulwar ogród doświadczyć
2019,Wrocław,ZRÓB SOBIE PARK  doposażenie psiego parku przy ul. Sztabowej,zrób park doposażyć psi park sztabowy
2019,Wrocław,Plenerowe wielkogabarytowe szachy w centrum Wrocławia,wielkogabarytowy szachy
2019,Wrocław,Rowerowy Wrocław ,rowerowy
2019,Wrocław,Zewnętrzne Zdroje Wody pitnej dla ludzi i zwierząt we wrocławskich Parkach,pitny człowiek zwierzę wrocławski
2019,Wrocław,Alejki oporowskie  bezpieczne dojście do Parku Mamuta,alejka oporowski bezpieczny dojść
2019,Wrocław,Park Grabiszyński  bezpieczne przejścia przez ul. Odkrywców i ul. O. Benzyna,park bezpieczny przejść odkrywca benzyna
2019,Wrocław,Budowa porządnego chodnika  oświetlenie skweru przy dworcu WrocławMikołajów między ul. Stacyjna ul. Legnicką i ul. Bolesławiecki,budowa porządny chodnik oświetlić skwer dworzec stacyjny legnicki bolesławiecki
2019,Wrocław,Parkowanie SzałwiowaWaniliowa,parkować
2019,Wrocław,Boisko dla Odbija,
2019,Wrocław,Rondo Powstańców Śląskich  Ogród w Centrum Miasta. Etap  ,
2019,Wrocław,Zamontowanie chodnika na ulicy Wędkarzy od skrzyżowania z ulicą Kajakarze do kaplicy św. Józefa Robotnika,zamontować chodnik skrzyżować kaplica
2019,Wrocław,Pierwsza Edukacyjna Eko Ścieżka której celem jest propagowanie wiedzy związanej z ekologią oraz podkreślenie walorów przyrody zawierająca funkcję gier terenowych i obrazkowe tablice  Braille  QR.,pierwsza propagować wiedza związany ekologia walor przyroda zawierać funkcja gra obrazkowy tablica
2019,Wrocław,Zakrzowskie gaje zamiast żuloskwerów,zakrzowski gaj
2019,Wrocław,Zielone przystanki  kolejne przystanki,zielony przystanek kolejny przystanek
2019,Wrocław,Hubosfera  centrum sportu i rekreacji etap   ćwicz baw się odpoczywaj ,sport rekreacja ćwiczyć bawić odpoczywać
2019,Wrocław,MUŻEMUND  miasteczko rowerowe nad Śluzą.,rowerowy
2019,Wrocław,POPOENERGIA  OŚWIETLENIE POLANY I ARU POPOWICKIEGO,oświetlić polan
2019,Wrocław,Aleja Koszycka,
2019,Wrocław,Psi Park w Parku Legnickim,psi
2019,Wrocław,JAGODNOBROCHÓW BEZPIECZNA ROA  oświetlony chodnik i droga rowerowa od Terenowej do Buforowej e,bezpieczny oświetlić chodnik rowerowy e
2019,Wrocław,MDA ŚCIEŻKA  trasa rekreacji i edukacji nad rozlewiskiem rzeki Oławy  etap I,trasa rekreacja edukacja rzeka
2019,Wrocław,Utworzenie terenu przed OD Marszowe we Wrocławiu ul. Wilczyńska wraz ulepszeniempowiększeniem stanowiska przystanku autobusowego linii  ,utworzyć wilczyński przystanek autobusowy linia
2019,Wrocław,Zielone HubySadzimy zieleń,zielony zieleń
2019,Wrocław,Elektroniczne tablice informacyjne na przystankach przy ul. Przyjaźni w kierunku miasta.,elektroniczny tablica informacyjny przystanek przyjaźń
2019,Wrocław,Położenie ławek wraz z koszami na śmieci w Lasku Oporowskim wzdłuż ul.Turystycznej od ul.Ostrowskiego do początku Lasku na wysokości ul. Jordanowskiej. ,ławka kosz turystyczny ostrowski jordanowski
2019,Wrocław,PARK TRÓJKOLOROWY na Gaju,park trójkolorowy
2019,Wrocław,Rewitalizacja skweru na skrzyżowaniu ulic GlinianaBorowskaDyrekcyjna,rewitalizacja skwer
2019,Wrocław,Budowa chodnika na ulicy Gazowej,budowa chodnik
2019,Wrocław,Remont chodnika na ulicy Jagiellończyka,remont chodnik
2019,Wrocław,Rondo Reagana na poziomie Budowa peronów na Rondzie Reagana,poziom peron
2019,Wrocław,LAC ABA LA POŁUDNIA WROCŁAWIA,
2019,Wrocław,Skatepark w Leśnicy,skatepark
2019,Wrocław,Bezpieczne drogi we Wrocławiu. Likwidacja niebezpiecznych miejsc infrastruktury drogowej.,bezpieczny drogi likwidacja niebezpieczny infrastruktura drogowy
2019,Wrocław,Dąbie  Oświetlenie miejsc niebezpiecznych i przebudowa ścieżek w Parku Wąskim. Сczęść ,niebezpieczny przebudowa ścieżek
2019,Wrocław,ŚCIEŻKA ROWEROWA KRUCZA  INŻYNIERSKA TAP I,rowerowy krucza inżynierski
2019,Wrocław,Toalety w Parkach i terenach rekreacyjnych we Wrocławiu  etap ,toaleta rekreacyjny
2019,Wrocław,Park Staszica  plac zabaw dla psów ,park plac zabawić pies
2019,Wrocław,Rewitalizacja podwórka w kwartale ulic Nowowiejskiej Barlickiego Kluczborskiej i S. Żeromskiego. Etap I.,rewitalizacja kwartał
2019,Wrocław,Zieleń i sport na Zakazowi  przedłużenie parku i doposażenie Wrocławskiej Areny Sportu,zieleń sport park doposażyć
2019,Wrocław,Park Leonarda da Vinci na Lądowe Małym  etap II,park dać
2019,Wrocław,Plac Nowy Targ kwietniki z zielenią.,plac kwietnik zieleń
2019,Wrocław,Zielony Ogród Społeczny Strefa wypoczynku zabaw i edukacji przyrodniczej dla przedszkolaków  dzieci seniorów  mieszkańców.,zielony wypoczynek zabawić edukacja przyrodniczy przedszkolak dziecko senior mieszkaniec
2019,Wrocław,Plac Zabaw i Strefa Aktywności przy Forcie Piechoty nr.  na Widawie,plac
2019,Wrocław,Park rekreacyjny na Psim Polu etap II,park rekreacyjny
2019,Wrocław,Rewitalizacja podwórka KruczaStalowa,rewitalizacja
2019,Wrocław,STAY LEŚNICKIE  rekreacja i wypoczynek dla mieszkańców Wrocławia,leśnicki rekreacja wypoczynek mieszkaniec
2019,Wrocław,MUZYCZNA GRABISZYŃSKA,muzyczny
2019,Wrocław,WIELOFUNKCYJNE BOSO NA MORM,wielofunkcyjny boso
2019,Wrocław,Remont drogi rowerowej i chodnika na Kamiennej.,remont drogi rowerowy chodnik
2019,Wrocław,Parki kieszonkowe na Oporowie,park kieszonkowy
2019,Wrocław,Tramwaje zabytkowe remontujemy ile wlezie ,tramwaj zabytkowy remontować wleźć
2019,Wrocław,Park Skowronki  inwentaryzacja drzew i nowe nasadzenia,park inwentaryzacja nasadzić
2019,Wrocław,Park Grabiszyński  projekt i pierwszy etap na łąkach nad Śluzą,park łąka
2019,Wrocław,Teren wokół Muzeum Współczesnego  robimy koncepcję nowego parku i nowe nasadzenia,robić koncepcja park nasadzić
2019,Wrocław,Skarbców Park na nowo  robimy plan zagospodarowania i zaczynamy etap pierwszy,skarbiec nowo robić plan zagospodarować zaczynać
2019,Wrocław,Oaza buczacka  kończymy ,oaza buczacki kończyć
2019,Wrocław,Zagospodarowanie Wzgórza Bardzkiej  koncepcja  sprzątanie i zieleń,zagospodarować koncepcja sprzątać zieleń
2019,Wrocław,Park BogusławskiegoStawowa  zielony odpoczynek koło dworca,park zielony odpoczynek dworzec
2019,Wrocław,Mamut  kolejny etap  według zrealizowanej do tej pory koncepcji,mamut kolejny zrealizować por koncepcja
2019,Wrocław,Zieleń to życie ruch to zdrowie  nasadzenia rekreacja i zielone zakątki w całym mieście,zieleń ruch nasadzić rekreacja zielony zakątek
2019,Wrocław,Boiska do siatkówki plażowej w całym Wrocławiu,siatkówka plażowy
2019,Wrocław,Toaleta w Parku Zachodnim Kozaków  Popowice koło Hali Orbita,toaleta
2019,Wrocław,Budowa przejścia dla pieszych na pl. Jana Pawła II,budowa przejść pieszy Polska
2019,Wrocław,Ul. Ruska dla pieszych deptak pomiędzy pl. Solnym a ul. Kazimierza Wielkiego,ruska pieszy deptak Polska solny
2019,Wrocław,Montaż tablicy IP na przystankach Paulińska,montaż tablica przystanek
2019,Wrocław,BUDZIMY SIĘ POD NIEBEM WROCŁAWIA,budzić
2019,Wrocław,Montaż tablic przystankowych IP na ulicy Steczkowskiej,montaż tablica przystankowy
2019,Wrocław,Niech stanie się jasność  oświetlenie ścieżki pieszobiegowej na Partynicach,stan jasność oświetlić pieszobiegowy
2019,Wrocław,Bezpieczniej na Widawie,bezpiecznie
2019,Wrocław,Piękne Matejki,
2019,Wrocław,Zaułek Łacińska i Kaznodziejska  renowacja nawierzchni i zieleni,zaułek renowacja nawierzchnia zielony
2019,Wrocław,Remont naszego podwórka,remont
2019,Wrocław,OŚWIETLONE drogi  ścieżki biegowe w PARKACH cz.,oświetlić drogi biegowy parka
2019,Wrocław,Eksperymentu na świeżym powietrzu bez względu na wiek,eksperyment świeży wzgląd wiek
2019,Wrocław,Żeby boisko było blisko,blisko
2019,Wrocław,Koników  budowa placu zabaw na terenie Wrocławskiego Toru Wyścigów Konnych  Partynice,konik budowa plac zabawić
2019,Wrocław,KOZANÓW IV  PARK ROZRYWKI I SIŁOWNIA,park rozrywka siłownia
2019,Wrocław,REWITALIZACJA ARU U BIEG UL. ŁUŻYCKIEJ I UL. OSOBOWICKIEJ.,rewitalizacja bieg łużycki
2019,Wrocław, PARK PORTO  StrachocinSwojczyceWojnów  pomiędzy ul. Magellana Chałupnicze Vasco da Gamy,park dać
2019,Wrocław,Zielone Osobowice  coś dla małych i dla dużych,zielony
2019,Wrocław,Wybudowanie słupków betonowych na najdalszych wysuniętych punktach terytorium Wrocławia słupek płd płowych zach.. ,wybudować słupek betonowy daleki wysunąć słupek płowy
2019,Wrocław,Odnowienie pomnika pamięci poległych na placu Tiananmen mieszczącego się na placu Dominikańskim we Wrocławiu,odnowić pomnik pamięć poległy plac mieścić plac
2019,Wrocław,Tablice ogłoszeń dla mieszkańców oraz poprawa wizerunku przystanków komunikacji miejskiej,tablica mieszkaniec poprawa wizerunek przystanek komunikacja
2019,Wrocław,Zielone Tereny Katowickiej,zielony
2019,Wrocław,Utwardzenie nawierzchni ulicy Pogodnej od numeru  do wjazdu na ul. Sowie ,utwardzić nawierzchnia numer wjazd sowa
2019,Wrocław,Porządkowanie parkowania na ul. Pocztowej,porządkować pocztowy
2019,Wrocław,Nauka przez zabawę czyli naukowosensoryczny plac zabaw dla wszystkich na terenie Przedszkola nr ,nauka zabawa naukowosensoryczny plac zabawić
2019,Wrocław,Remont zabytkowego autobusu Fredrik,remont zabytkowy autobus
2019,Wrocław,LE ECA NA PERC Rewitalizacja podwórka w kwartale ulic Pereca Lwowskiej Jeziorowej i Szczęśliwej,kwartał
2019,Wrocław,Jerzmanowo na sportowo  stworzenie ścieżki zdrowia oraz rozbudowa placu zabaw,sport stworzyć rozbudowa plac zabawić
2019,Wrocław,Las przy ul. Kosmonautów  miejsce rekreacji wypoczynku i sportu.,las kosmonauta rekreacja wypoczynek sport
2019,Wrocław,CZAS NA WSP PIRATÓW W ECU MŁODEGO WROCŁAWIANINA I TURYSTY NA ZIELONEJ SPIE BIELARSKIEJ,pirat wrocławianin turysta zielony bielarski
2019,Wrocław,Klecina na rowerze  ul. Czekoladowa,rower czekoladowy
2019,Wrocław,Bezpieczny zieleniec przy ul. Zawiszy Czarnego,bezpieczny zieleniec
2019,Wrocław,Plac do treningu outdoorowe Street Workout na Psim Polu,plac trening outdoorowy
2019,Wrocław,Ćwiczeń razem  budowa strefy do ćwiczeń na wrocławskich Kuźniach,ćwiczyć budowa ćwiczyć wrocławski
2019,Wrocław,Plac zabaw na Pracach Odrzańskich  doposażenie,plac zabawić doposażyć
