rok,miasto,nazwa
2019,GLIWICE,Remont nawierzchni chodnika na odcinku ok.  m wzdluz skweru przy filii nr  MBP od strony ul. Czapli.
2019,GLIWICE,Dodatkowe oznakowanie przejscia dla pieszych przy ul. Czapli przy skrzyzowaniu Z ul. Cyraneczki aktywnym znakiem D- wraz Z panelami stonecznymi.
2019,GLIWICE," zajecia aktywizujace dla mlodziezy, obejmujace m.in. elementy pracy W grupie, radzenia sobie ze stresem i umiejetnosci pierwszej pomocy."
2019,GLIWICE,Uporzadkowanie oraz nowe nasadzenia W dwóch kwietnikach przy ul. Czajki .
2019,GLIWICE,Wykonanie silowni zewnetrznej przy ul. Bema  .
2019,GLIWICE,Budowa miejsc postojowych przed cmentarzem przy ul. Cmentarnej.
2019,GLIWICE,"Organizacja cyklu imprez W filii nr  MBP - teatrzyki, spotkania Z twórcami literatury wspólczesnej, warsztaty i zabawy."
2019,GLIWICE,Budowa chodnika W ciagu ul. Odrowazów na odcinku od ul. Sudeckiej do Nadbrzeznej - strona nieparzysta.
2019,GLIWICE,Wykonanie nowej nawierzchni Z kostki (wraz Z niezbedna podbudowa) drogi wewnetrznej W rejonie ul. Kozielskiej  .
2019,GLIWICE,"Doposazenie ZSP- W sprzet sportowy, m.in. do biegania na nartorolkach, stuzacy wszystkim mieszkancom osiedla."
2019,GLIWICE,Montaz  lamp hybrydowych przy ul. Sztabu Powstanczego.
2019,GLIWICE,"Wyposazenie ogrodu PM , wchodzacego W sklad ZSP-, W ogólnodostepny sprzet sportowo-rekreacyjny."
2019,GLIWICE,Remont chodnika przy ul. Cechowej --.
2019,GLIWICE,Cotygodniowe zajecia aqua aerobiku na plywalni Delfin dla mieszkanek osiedla po . roku zycia.
2019,GLIWICE,Montaz samoobslugowej stacji napraw rowerów wyposazonej W niezbedne narzedzia do pilnego serwisu roweru przy ul. Toszeckiej W rejonie ul. Uszczyka.
2019,GLIWICE,"Organizacja zajeó gimnastycznych dla  osób W wieku +, raz W tygodniu W sali ZSL."
2019,GLIWICE,Organizacja rozgrywek ligi pilkarskiej dla dzieci do lat .
2019,GLIWICE,"Montaz dwóch lawek Z oparciami wzdluz chodnika przy ul. Toszeckiej , W rejonie przychodni lekarskiej."
2019,GLIWICE,"Zajecia praktyczne Z fizyki, chemii i przyrody dla dzieci i rodzin ze Sródmiescia, wypelniajace wolny czas W sposób aktywny, rozwijajacy i integrujacy srodowisko lokalne."
2019,GLIWICE,Objecie monitoringiem zewnetrznym terenu SP .
2019,GLIWICE,"Raz W tygodniu warsztaty artystyczne Z fotografii, filmu oraz malarstwa W GCOP przy ul. Barlickiego ."
2019,GLIWICE,Organizacja raz W tygodniu zajec zumby dla  kobiet W wieku +.
2019,GLIWICE,Kurs samoobrony dla kobiet i mezczyzn W róznym wieku -  dwugodzinnych zajeó dla kobiet i  dwugodzinnych zajeó dla mezczyzn.
2019,GLIWICE,Zajecia taneczne - tango na swiezym powietrzu dla doroslych - przeprowadzone W bliskim sasiedztwie kawiarni przy ul. Mikolowskiej A.
2019,GLIWICE," zajecia aktywizujace dla mlodziezy, obejmujace m.in. elementy pracy W grupie, radzenia sobie ze stresem i umiejetnosci pierwszej pomocy."
2019,GLIWICE,"Brukowanie alejek dla pieszych pomiedzy blokami przy ul. Pszczynskiej ,  i ."
2019,GLIWICE,Remont miejsc postojowych przy ul. Piastowskiej. Wymiana starych plyt betonowych na nowa nawierzchnie Z kostki.
2019,GLIWICE,"Stworzenie przed budynkiem ZSP- ogólnodostepnej strefy Z wielkoformatowymi grami edukacyjnymi - m.in. szachownica, klasy, chinczyk, alfabet."
2019,GLIWICE,Organizacja zajeó tai chi chuan dwa razy W tygodniu dla  seniorów.
2019,GLIWICE,Doposazenie silowni zewnetrznej przy ul. Magnolii.
2019,GLIWICE,Wymiana  opraw sodowych na oprawy LED W celu doswietlenia pl. Jasminu.
2019,GLIWICE,Zajecia rekreacyjno-sportowe W sali przy ul. Jasminu  - godzina aerobiku oraz  godziny tenisa stolowego lub siatkówki dwa razy w tygodniu.
2019,GLIWICE," zajecia aktywizujace dla mlodziezy, obejmujace m.in. elementy pracy W grupie, radzenia sobie ze stresem i umiejetnosci pierwszej pomocy."
2019,GLIWICE,Montaz dwóch lawek Z oparciami przy ciagu pieszym stanowiacym lacznik pomiedzy ul. Magnolii a Krokusów.
2019,GLIWICE,Modernizacja istniejacego boiska asfaltowego do koszykówki - ul. Kozielska /Ordona  (dawna Armii Ludowej) - na boisko wielofunkcyjne dla dzieci.
2019,GLIWICE,Przebudowa asfaltowego boiska do tenisa - ul. Kozielska /Ordona  (dawna Armii Ludowej) - na boisko do koszykówki.
2019,GLIWICE,"Przeprowadzenie warsztatów kreatywnych dla dzieci i doroslych - florystyka, filcowanie, ceramika."
2019,GLIWICE,Budowa aktywnego przejscia dla pieszych przy ul. Kozielskiej  - montaz dodatkowych swiatel ostrzegawczych dla kierowców.
2019,GLIWICE,"Po  godzinnych zajeó muzykoterapii dla  grup do  osób kazda - gra na instrumentach, improwizacja ruchowa i cwiczenia rytmiczne."
2019,GLIWICE,Szkolenia Z zakresu pierwszej pomocy przedmedycznej dla seniorów Z osiedla W siedzibie Klubu Seniora.
2019,GLIWICE,Budowa silowni zewnetrznej na terenie Pl. Grunwaldzkiego W okolicy placu zabaw.
2019,GLIWICE,Budowa oswietlenia przy drodze dojazdowej do garazy i podwórek miedzy ul. Diugosza i Zawiszy Czarnego.
2019,GLIWICE,Montaz  lawek Z oparciami przy al. Mickiewicza na odcinku pomiedzy ul. Daszynskiego a Sobieskiego.
2019,GLIWICE,"Zajecia rekreacyjno-sportowe dla mieszkanców osiedla W wieku +, prowadzone przez wykwalifikowanego trenera, przez caly rok Z wylaczeniem wakacji."
2019,GLIWICE,"Kurs tanca dla mieszkanców osiedla, dla dzieci oraz doroslych, po  osób W kazdej grupie,  razy W miesiacu."
2019,GLIWICE,Cykl  wycieczek rowerowych dla mieszkanców osiedla.
2019,GLIWICE,"Budowa szkolnego, ogólnodostepnego placu zabaw przy ZSP- - sztuczna nawierzchnia, chodniki, nasadzenie zieleni, mala architektura i zestawy zabawek."
2019,GLIWICE,Demontaz  lawek bez oparé oraz montaz  lawek Z oparciami na skwerze przy ul. Poniatowskiego.
2019,GLIWICE,"Projekt i wykonanie do kwoty  tys. zl strefy rekreacyjnej (tor rolkowy, górka i inne) przy ul. Zernickiej."
2020,GLIWICE,"Doposazenie placów zabaw przy ZSP nr , sali gimnastycznej W sprzet do narciarstwa biegowego i kolarstwa górskiego i sali muzycznej W sprzet naglasniajacy."
2020,GLIWICE,Zabezpieczenie schronów na skwerze przy ul. Brzozowej - - wykonanie tarasów Z wysokiej jakosci drewna.
2020,GLIWICE,Zagospodarowanie terenu wokól Mkodziezowego Domu Kultury - W tym budowa historycznej sciezki dydaktyczno-edukacyjnej.
2020,GLIWICE,Budowa aktywnego przejscia dla pieszych W rejonie kosciola.
2020,GLIWICE,"Techniki samoobrony dla kobiet, rozwój sprawnosci fizycznej, nauka wlasciwego reagowania w sytuacjach zagrozenia."
2020,GLIWICE,Udzial -osobowej grupy niezamoznych mieszkanców W  spektaklach i  warsztatach W Teatrze Miejskim W Gliwicach.
2020,GLIWICE,Linowa trasa wspinaczkowa dla dzieci ze zjezdzalnia rurowa.
2020,GLIWICE,Budowa wiaty wykorzystywanej podczas organizacji spotkan W plenerze przy Starej Szkole.
2020,GLIWICE,Festyn rodzinny dla mieszkanców dzielnicy polaczony Z impreza Z okazji Dnia Dziecka.
2020,GLIWICE,Utwardzenie terenu oraz wykonanie  miejsc postojowych Z plyt azurowych na przedluzeniu ul. Jowisza.
2020,GLIWICE,Montaz urzadzen street workout i bezpiecznej nawierzchni.
2020,GLIWICE,Zakup i montaz hustawki dla dzieci niepelnosprawnych wraz Z wykonaniem bezpiecznej nawierzchni.
2020,GLIWICE,Montaz dodatkowych  lawek przy alei Ks. Witoszka.
2020,GLIWICE,Wykonanie projektu i rekultywacja Skweru -lecia Ligoty Zabrskiej.
2020,GLIWICE,"Organizacja calorocznych (z wylaczeniem wakacji) zajqó sportowych - pilka nozna, siatkówka, koszykówka, sztuki walki i inne gry zespolowe dla dzieci i mtodziezy."
2020,GLIWICE,Stworzenie na terenie SP nr  ogólnodostepnego sensoryczno-naukowego placu zabaw -  interaktywnych urzadzen edukacyjnych.
2020,GLIWICE,Wykonanie sygnalizacji ostrzegawczej na  przejsciach dla pieszych: W rejonie Biedronki oraz na skrzyzowaniach ul. Strzelców Bytomskich Z ul. Chatka Puchatka i ul. Radosna.
2020,GLIWICE,Budowa do  miejsc postojowych wzdluz ul. Piaskowej i do  miejsc postojowych wzdluz ul. Kosmonautów.
2020,GLIWICE,"Caloroczny cykl imprez zawierajacy:  koncertów,  wycieczki,  spektakle teatralne lub filmy,  spotkania edukacyjne,  spotkania przy muzyce dla osób W wieku +."
2020,GLIWICE,Organizacja zajec Z pierwszej pomocy przedmedycznej dla dzieci i doroslych.
2020,GLIWICE,"Modernizacja malej sali gimnastycznej SP nr  - uzupelnienie tynków, wymiana oswietlenia, malowanie sali i korytarza."
2020,GLIWICE,Zakup  kompletów ubran specjalnych dla OSP Ostropa.
2020,GLIWICE,"Budowa  solarnych lamp przy przejsciach dla pieszych przy ul. Daszynskiego W rejonie przystanku Ostropa Poczta, Ostropa Skrzyzowanie i bylej restauracji ""Balaton""."
2020,GLIWICE,"Organizacja  warsztatów gimnastycznych,  wycieczek do gliwickich atrakcji turystycznych oraz  spacerów po miescie Z przewodnikiem."
2020,GLIWICE,Cykl ogólnodostepnych spotkan Z kultura -  warsztatów rekodzielniczych i  wydarzenia kulturalne.
2020,GLIWICE,"Rozbudowa placu zabaw przy SP nr  o strefe zabaw i aktywnosci Z nawierzchnia poliuretanowa - hustawki, zestawy sprawnosciowe, urzadzenia edukacyjne, zjezdzalnie, lawki."
2020,GLIWICE,"Zakup i montaz mebli miejskich ( hamaki,  lezaki,  stoliki) na terenie placu zabaw przy ul. Bekasa Z zachowaniem strefy bezpieczenstwa urzadzen zabawowych."
2020,GLIWICE,"Wykonanie toru typu pumptrack na terenie za basenem ""Neptun""."
2020,GLIWICE,"Wykonanie projektu street workoutu, bezpiecznej nawierzchni i montaz zestawu drazków W okolicy istniejacej silowni przy ul. Dzionkarzy."
2020,GLIWICE,"Wykonanie miejsc postojowych na dzialce nr , obreb Sosnica, przy ul. Odrowazów."
2020,GLIWICE,"Organizacja  wydarzen dla dzieci i doroslych W Filii nr  MBP - teatrzyki, warsztaty, zabawy, spotkania literackie."
2020,GLIWICE,Rozbudowa strefy relaksu przy ul. Sadowej. Wykonanie toru do jazdy na rolkach zgodnie Z dokumentacja projektowa.
2020,GLIWICE,"Organizacja zajec sportowych - pilka nozna, koszykówka, nordic walking, techniki bezpiecznego upadania i korygujace wady postawy oraz wycieczki rowerowe."
2020,GLIWICE,Cwiczenia fizyczne Z uzyciem pierscieni wibrujacych smovey.
2020,GLIWICE,Przebudowa placu zabaw przy SP nr .
2020,GLIWICE,Wykonanie nasadzen  drzew i  krzewów na terenie Parku Chopina - uzupelnienie miejsc po usunietych drzewach.
2020,GLIWICE,Remont drogi dojazdowej do Zakladu Opiekunczo- Leczniczego przy ul. Zygmunta Starego  - od ul. Ziemowita do bramy placówki.
2020,GLIWICE,Wykonanie przylacza wody oraz zakup i montaz podrecznej pijalni wody W poblizu silowni W Parku Chopina.
2020,GLIWICE,Cykl  zajeó gimnastycznych W wodzie dla seniorów W SP nr  - raz W tygodniu po  minut dla grupy ok.  osób.
2020,GLIWICE,"Wykonanie chodników i zatok postojowych dla  aut, montaz  lawek i koszy na smieci, wymiana  lamp i rekultywacja trawnika na czqsci dzialki nr /, obreb Trynek."
2020,GLIWICE,Rozbudowa wraz Z wyznaczeniem miejsc postojowych oraz naprawa istniejacej nawierzchni parkingu przy ul. Pszczynskiej  A-D.
2020,GLIWICE,Organizacja ogólnorozwojowych zajec Z elementami boksu - cykl trzymiesiecznych zajçó raz W tygodniu.
2020,GLIWICE,"Zakup sprzetu na zajecia ogólnorozwojowe organizowane przez Rade Dzielnicy W ZSP nr  - pilki, koszulki, drabinki, itp."
2020,GLIWICE,Organizacja raz miesiacu warsztatów rekodziela artystycznego dla dzieci i doroslych W Filii nr  MBP.
2020,GLIWICE,"Organizacja calorocznych zajeó Z jezyka angielskiego dla dzieci, mlodziezy i doroslych. Grupy dla poczatkujacych i srednio zaawansowanych."
2020,GLIWICE,Remont odcinka murku W ciagu ul. Piastowskiej (w rejonie biblioteki) wraz Z obsadzeniem terenu zielonego rózami.
2020,GLIWICE,Wynajem sali przy Placu Jasminu  dla potrzeb organizacji zajeó sportowo-rekreacyjnych.
2020,GLIWICE,"Budowa parkingów rowerowych, montaz stacji napraw rowerów i tablicy informacyjnej Z mapa tras rowerowych W rejonie Placu Jasminu."
2020,GLIWICE,"Zakup wyposazenia na potrzeby imprez srodowiskowych, pikników, festynów i konkursów organizowanych przez Rade Dzielnicy oraz szkole -  kompletów lawostolów."
2020,GLIWICE,"Przebudowa placu zabaw W Parku Starokozielskim Z zachowaniem istniejacego ogrodzenia. Wymiana urzadzen zabawowych, nawierzchni Z mat przerostowych Z uwagi na istniejace drzewa, wykonanie nasadzen."
2020,GLIWICE,Wymiana nawierzchni zjazdu przy ul. Daszynskiego -.
2020,GLIWICE,Wykonanie nasadzen  drzew (klon kulisty lub grab kolumnowy) W pasie zieleni przy ul. Zawiszy Czarnego W rejonie budynku nr  i Kazimierza Wielkiego .
2020,GLIWICE,"Wykonanie trawników, chodnika Z kostki brukowej oraz wytozenie plytami azurowymi fragmentów drogi wewnetrznej pomiedzy ul. Diugosza a ul. Zawiszy Czarnego."
2020,GLIWICE,"Rewitalizacja placu zabaw przy SP nr  - zwiekszenie powierzchni placu, bezpiecznej nawierzchni, wymiana urzadzen, wydzielenie stref zabaw, ogrodzenie."
2020,GLIWICE,"Cykl calorocznych zajoó dla mieszkanców - W sumie  godziny warsztatów przyrodniczych, zielarskich, plastycznych, ekologicznych, komputerowych oraz sportowo-rekreacyjnych."
2020,GLIWICE,"Poprawa warunków realizacji zajec dla mieszkanców i uczniów W SP nr  - cyklinowanie i lakierowanie parkietu, wykonanie nowych zabezpieczen scian."
2018,JASTRZĘBIE ZDRÓJ,Projekt i wykonanie kreatywnej strefy gier przy ul.Wrocławskiej
2018,JASTRZĘBIE ZDRÓJ,Remont/modernizacja toalety męskiej i damskiej w Domu Strażaka
2018,JASTRZĘBIE ZDRÓJ,Wykonanie oświetlenia na całej ul.Zameckiej
2018,JASTRZĘBIE ZDRÓJ,Zaprojektowanie i wykonanie placu zabaw przy PP Nr 
2018,JASTRZĘBIE ZDRÓJ,Defibrylator AED z zestawem do ćwiczeń dla Strażaków Ochotników i Mieszkańców Sołectwa
2018,JASTRZĘBIE ZDRÓJ,Rozbudowa sieci oświetleniowej ul.Gliniana
2018,JASTRZĘBIE ZDRÓJ,Odtowrzenie rowu przydrożnego ul.Kwiatowa
2018,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ul.Zamkowej
2018,JASTRZĘBIE ZDRÓJ,Likwidacja wysepek zielonych i utworzenie dodatkowych miejsc parkingowych przy nieruchomościach RSTU
2018,JASTRZĘBIE ZDRÓJ,Zielony wypoczynek - dostosowanie do potrzeb mieszkańców terenu rekreacyjnego w rejonie SP- i boiska MOSIR przy ul.Katowickiej
2018,JASTRZĘBIE ZDRÓJ,Siłownia na wolnym powietrzu - projekt z wykonaniem - ul.Wrzosowa działka /
2018,JASTRZĘBIE ZDRÓJ,Remont chodnika ul.Fredry
2018,JASTRZĘBIE ZDRÓJ,Plac zabaw przy PP Nr 
2018,JASTRZĘBIE ZDRÓJ,Remont chodnika asflatowego ul.Norwida
2018,JASTRZĘBIE ZDRÓJ,Renowacja i doposażenie siłowni szkolnej - ZSH ul.Wielkopolska 
2018,JASTRZĘBIE ZDRÓJ,Mały amfiteatr - Publiczne Przedszkole Nr 
2018,JASTRZĘBIE ZDRÓJ,"Zakup wyposażenia dla potrzeb realizacji lokalnych działań artystycznych, społecznych, festynów, konkursów organizowanych przez Zarząd Osiedla"
2018,JASTRZĘBIE ZDRÓJ,"Wykonanie siłowni zewnętrznej, ogrodzenia, monitoringu i oświetlenia terenu rekreacyjno-edukacyjnego przy SP-"
2018,JASTRZĘBIE ZDRÓJ,Remont nawierzchni drogi dojazdowej ul.Szotkowicka b do numeru H
2018,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ulicznego ul.Kasztanowa
2018,JASTRZĘBIE ZDRÓJ,"Remont, zwężenie i wyasfaltowanie chodnika ul.Ruchu Oporu -"
2018,JASTRZĘBIE ZDRÓJ,Remont chodnika ul.Wodeckiego
2018,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ulicy Strażackiej
2018,JASTRZĘBIE ZDRÓJ,IV etap modernizacji chodnika prowadzącego od ul.Kusocińskiego do ul.Marusarzówny
2018,JASTRZĘBIE ZDRÓJ,Wykonanie ogródka rekreacyjnego - działka /
2018,JASTRZĘBIE ZDRÓJ,"Wymiana ławek w ""mini parku"" szczyt bloku Nr "
2018,JASTRZĘBIE ZDRÓJ,Oświetlenie siłowni na świeżym powietrzu
2018,JASTRZĘBIE ZDRÓJ,Remont chodnika przy ul.Cieszyńskiej
2019,JASTRZĘBIE ZDRÓJ,"Street Workout Park ul. Poznańska A, działka /"
2019,JASTRZĘBIE ZDRÓJ,"Street Workout Park ul. Poznańska A, działka /"
2019,JASTRZĘBIE ZDRÓJ,Projekt i budowa oświetlenia
2019,JASTRZĘBIE ZDRÓJ,Wykonanie placu zabaw
2019,JASTRZĘBIE ZDRÓJ,Projekt i wykonanie oświetlenia
2019,JASTRZĘBIE ZDRÓJ,Budowa drogi ul. Czyża - od zburzonego mostu
2019,JASTRZĘBIE ZDRÓJ,Budowa drogi ul. Czyża - od zburzonego mostu
2019,JASTRZĘBIE ZDRÓJ,Budowa drogi ul. Czyża - od zburzonego mostu
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika ul. Gajowa oraz uzupełnienie nawierzchni asfaltowej
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika ul. Gajowa oraz uzupełnienie nawierzchni asfaltowej
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika ul. Gajowej oraz uzupełnienie nawierzchni asfaltowej
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika od nieruchomości M do A
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika od nieruchomości M do A
2019,JASTRZĘBIE ZDRÓJ,Budowa bulodromu - boiska do gry w bule wraz z ławkami przy siłowni na wolnym powietrzu na ul. Katowickiej działka /
2019,JASTRZĘBIE ZDRÓJ,Budowa bulodromu - boiska do gry w bule wraz z ławkami przy siłowni na wolnym powietrzu na ul. Katowickiej działka /
2019,JASTRZĘBIE ZDRÓJ,Budowa huśtawki linowej
2019,JASTRZĘBIE ZDRÓJ,Montaż piłkochwytów na boisku wielofunkcyjnym SP
2019,JASTRZĘBIE ZDRÓJ,Zakup zmywarki i wyparzarki do kuchni przy sali OSP Szeroka
2019,JASTRZĘBIE ZDRÓJ,Budowa placu zabaw ul. Gagarina działka -/
2019,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia odnogi ul. Fredry od nr -G
2019,JASTRZĘBIE ZDRÓJ,Plac zabaw dla uczniów SP Nr 
2019,JASTRZĘBIE ZDRÓJ,"Siłownia zewnętrzna i ogrodzenie tereny przy SP Nr  - ul. Mazurska , działka "
2019,JASTRZĘBIE ZDRÓJ,Modernizacja placu zabaw wraz
2019,JASTRZĘBIE ZDRÓJ,Oświetlenie ul. Kościelnej
2019,JASTRZĘBIE ZDRÓJ,"Zakup huśtawek na plac zabaw, zakup odświeżaczy powietrza PP"
2019,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ulic - ul. Różana
2019,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ulicznego
2019,JASTRZĘBIE ZDRÓJ,Oczyszczacze powietrza dla PP Nr 
2019,JASTRZĘBIE ZDRÓJ,Nakładka asfaltowa ul. Ks. J. Twardowskiego
2019,JASTRZĘBIE ZDRÓJ,"Dokończenie modernizacji chodnika ul. Kusocińskiego do ul.Marusarzówny, doposażenie strefy rekreacyjnej wraz z elementami małej architektury i zieleni"
2019,JASTRZĘBIE ZDRÓJ,"Dokończenie modernizacji chodnika ul. Kusocińskiego do ul.Marusarzówny, doposażenie strefy rekreacyjnej wraz z elementami małej architektury i zieleni"
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika ul. Marusarzówny do Jana Pawła II
2019,JASTRZĘBIE ZDRÓJ,Trakt pieszy spacerowy działka /
2019,JASTRZĘBIE ZDRÓJ,Trakt pieszy spacerowy działka /
2019,JASTRZĘBIE ZDRÓJ,Trakt pieszy spacerowy działka /
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika od ul. Stokrotek w stronę ronda oraz na wysokości zatoki autobusowej przy Restauracji Harjan
2019,JASTRZĘBIE ZDRÓJ,Remont chodnika od ul. Stokrotek w stronę ronda oraz na wysokości zatoki autobusowej przy Restauracji Harjan
2020,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ulic / ul. Chabrowa
2020,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia ulic / ul. Bema na odcinku od nr  do 
2020,JASTRZĘBIE ZDRÓJ,Próg zwalniający / droga równoległa do ul. Cieszyńskiej
2020,JASTRZĘBIE ZDRÓJ,Zagospodarowanie terenu wraz z jego odwodnieniem pomiędzy ul. Kopernika i Moniuszki
2020,JASTRZĘBIE ZDRÓJ,Likwidacja terenu zielonego celem zwiększenia ilości miejsc postojowych
2020,JASTRZĘBIE ZDRÓJ,Aranżacja i remont sali balowej w Domu Strażaka przy ul. Rostków 
2020,JASTRZĘBIE ZDRÓJ,Remont chodnika - działka nr /
2020,JASTRZĘBIE ZDRÓJ,Remont chodnika - ul. Astrów / koło budynku nr 
2020,JASTRZĘBIE ZDRÓJ,Skaczmy do góry - park trampolin ziemnych
2020,JASTRZĘBIE ZDRÓJ,Zakup oczyszczaczy powietrza do Publicznego Przedszkola nr  i Filii przy ul. Niepodległości
2020,JASTRZĘBIE ZDRÓJ,Remont słupów oświetlenia ulic
2020,JASTRZĘBIE ZDRÓJ,Oświetlenie ulicy Karola Zioły
2020,JASTRZĘBIE ZDRÓJ,Zakup  szafek lub zestawu  szafek na ubrania bojowe dla OSP -Szeroka
2020,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia drogi ul. Powstańców Śl. - D
2020,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia drogi ul. Gagarina od -G
2020,JASTRZĘBIE ZDRÓJ,Remont chodnika ul. Powstańców Śl. od nr  w stronę Gogołowej
2020,JASTRZĘBIE ZDRÓJ,Zakup i montaż oświetlenia świątecznego na słupach oświetleniowych sołectwa Szeroka
2020,JASTRZĘBIE ZDRÓJ,Zakup oraz zabudowa tablic informacyjnych o dojeździe do posesji w sołectwie Szeroka
2020,JASTRZĘBIE ZDRÓJ,Roboty zagospodarowania terenu przy ul. K. Paryskiej 
2020,JASTRZĘBIE ZDRÓJ,Edukacyjno-Sensoryczny Plac Zabaw
2020,JASTRZĘBIE ZDRÓJ,Rozbudowa placu zabaw
2020,JASTRZĘBIE ZDRÓJ,Rozbudowa placu zabaw
2020,JASTRZĘBIE ZDRÓJ,Plac zabaw ostatni etap
2020,JASTRZĘBIE ZDRÓJ,Oświetlenie odcinka drogi / +projekt przy sklepie Tisław
2020,JASTRZĘBIE ZDRÓJ,budowa kanalizacji deszczowej przy ul. Matejki
2020,JASTRZĘBIE ZDRÓJ,zakup  namiotów piknikowych i  kompletów ławkostołów
2020,JASTRZĘBIE ZDRÓJ,Projekt Zielona Klasa
2020,JASTRZĘBIE ZDRÓJ,Budowa oświetlenia
2020,JASTRZĘBIE ZDRÓJ,Zmieniamy przestrzeń edukacyjną w szkole. Tworzymy kącik relaksu i ruchu na szkolnych korytarzach
2020,JASTRZĘBIE ZDRÓJ,Zakup piłek terapeutycznych - krzesełka dla dzieci
2020,JASTRZĘBIE ZDRÓJ,"Zakup interaktywnej podłogi, zakup urządzeń ogrodowych"
2020,JASTRZĘBIE ZDRÓJ,Dokończenie placu zabaw - zakup nowych elementów
2020,JASTRZĘBIE ZDRÓJ,Wykonanie oświetlenia na ul. Zamłynie i Młyńskiej
2020,JASTRZĘBIE ZDRÓJ,Remont chodnika
2020,JASTRZĘBIE ZDRÓJ,Zakup nagłośnienia na imprezy plenerowe
2020,JASTRZĘBIE ZDRÓJ,Zakup nagłośnienia na imprezy plenerowe
2019,JAWORZNO,"""Wieża widokowa z miejscami lęgowymi dla ptaków (jerzyków) w Parku Gródek"" "
2019,JAWORZNO,"""Boisko Orlik-Górnik w Dąbrowie Narodowej"" "
2019,JAWORZNO,"""Budowa  miejsc parkingowych wraz z dojazdem oraz rowerową trasą manewrową dla dzieci i młodzieży przy kompleksie rekreacyjno-sportowym Gigant"" "
2019,JAWORZNO,"""Budowa dwóch boisk treningowych przy LKS Zgoda- Byczyna"" "
2019,JAWORZNO,"""Budowa oświetlenia wzdłuż ulicy Jaworowej od skrzyżowania z ulicą Jana III Sobieskiego do początku zabudowań"" "
2019,JAWORZNO,"""Ogród doświadczeń ruchowych i sensorycznych w Geosferze"" "
2019,JAWORZNO,"""Strefa aktywności rodzinnej-Równa Górka"" "
