token,occurrence,emotion
sokratesa,2,[]
smoków,2,['złość;radość' 'radość;smutek;strach' 'radość;strach']
skwerów,2,[]
skrzyżowania,2,[]
skrzyzowaniu,2,[]
skrzyzowanie,2,[]
skowronki,2,[]
skorupki,2,[]
skażenia,2,[]
skarpie,2,[]
skaner,2,[]
siłę,2,['zaufanie;strach;' 'radość;smutek;złość;' 'radość;smutek;złość;wstręt;']
siłownią,2,[]
silnice,2,[]
sierpnia,2,[]
siatkówki,2,[]
sezonie,2,[]
sezon,2,[]
separatory,2,[]
sejmy,2,[]
segregacji,2,[]
scrabble,2,[]
schronisko,2,['zaufanie;smutek;']
schronień,2,[]
schodów,2,[]
samochody,2,[]
sadzonki,2,[]
sadzie,2,[]
sadu,2,[]
róże,2,[]
róż,2,[]
rzekę,2,['radość;smutek;' 'radość;wstręt;' 'radość;smutek;złość;']
rzeczą,2,[]
rze,2,[]
rynek,2,[]
ruda,2,[]
roślinami,2,[]
rozwój,2,[]
rozwoju,2,[]
rozpłytowanie,2,[]
rozbudowy,2,[]
rowu,2,[]
rowerzystów,2,[]
rowerzystom,2,[]
rowery,2,[]
rola,2,[]
rodziny,2,[]
rodzinie,2,[]
rg,2,[]
rewitalizacje,2,[]
rejon,2,[]
recykling,2,[]
ratowanie,2,[]
raduni,2,[]
radość,2,[]
rade,2,[]
rabat,2,[]
pływalni,2,[]
płowcami,2,[]
pustoła,2,[]
pustkach,2,[]
punkty,2,"['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;smutek;złość;']"
punktu,2,"['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;smutek;złość;']"
pumptrack,2,[]
pua,2,[]
ptactwo,2,[]
pszczoły,2,[]
psistanek,2,[]
psa,2,['radość;złość;']
ps,2,[]
prąd,2,[]
przywrócenie,2,[]
przystanek,2,[]
przypadku,2,['radość;smutek;zaskoczenie' 'radość;smutek;zaskoczenie']
przymorzu,2,[]
przymorze,2,[]
przykładem,2,[]
przyjaciele,2,[]
przygód,2,['radość;strach;zaskoczenie' 'radość;zaskoczenie']
przeszkód,2,[]
przestrzen,2,[]
przekształcenie,2,[]
przedłużenie,2,[]
przedszkolem,2,[]
przedmieście,2,[]
przebudowy,2,[]
prostokąt,2,[]
promyka,2,[]
promotorów,2,[]
promenady,2,[]
projekcie,2,[]
progów,2,[]
profilaktyka,2,[]
priorytet,2,[]
pracę,2,[]
połączenie,2,[]
powstanie,2,[]
powiększenie,2,[]
powietrzem,2,[]
potrzeby,2,[]
potoku,2,"['radość;smutek;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;']"
posypanie,2,['radość;' 'radość;']
poręczy,2,[]
porębskiegojaworzniaków,2,[]
porucznika,2,[]
porty,2,[]
port,2,[]
porady,2,[]
poradni,2,[]
popularyzacja,2,[]
poprawy,2,[]
poprawienie,2,[]
popowice,2,[]
pomysłów,2,[]
pomiedzy,2,[]
polozenie,2,[]
pokolenie,2,[]
pokazów,2,[]
pojezierze,2,[]
pojemników,2,[]
pogotowie,2,[]
podwórkach,2,[]
podlewanie,2,[]
podlewania,2,[]
podiel,2,[]
podgórza,2,[]
początków,2,[]
pocztówkach,2,[]
pnącza,2,[]
plener,2,[]
plazy,2,[]
plastik,2,[]
pk,2,[]
piłki,2,[]
pisarzy,2,[]
piotrowicach,2,[]
piekarnia,2,[]
picassa,2,[]
piastów,2,[]
piaskownicy,2,[]
pianista,2,[]
performance,2,[]
pecherznica,2,[]
patroni,2,[]
patio,2,[]
pasterza,2,[]
pasach,2,[]
partyzantów,2,[]
party,2,[]
parkingów,2,[]
parkami,2,[]
pani,2,[]
palki,2,[]
paczkomat,2,[]
oświetlenialatarni,2,[]
oś,2,[]
ozdobą,2,[]
owoce,2,[]
owady,2,[]
owadom,2,[]
otoczeniu,2,[]
osłona,2,[]
ostrołęka,2,[]
osobom,2,[]
osobliwości,2,[]
osiedlem,2,[]
osadzie,2,[]
orunia,2,[]
orientacji,2,[]
organizacja,2,[]
opola,2,[]
opis,2,[]
opiekunów,2,[]
oo,2,[]
olechówjanów,2,[]
okółku,2,[]
okolice,2,[]
okno,2,[]
okazu,2,['złość;radość;smutek' 'zaufanie;złość;radość;smutek']
ojca,2,[]
ogródku,2,[]
ogrodzeń,2,[]
ogrodnicy,2,[]
odwodnienie,2,[]
odsłonie,2,[]
odrą,2,['zaufanie;smutek;złość;' 'smutek;złość;strach;']
odpływów,2,[]
odprowadzenie,2,[]
odnowieniem,2,[]
odmiany,2,['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;strach;wstręt;']
odkrycie,2,[]
odcinka,2,[]
ochronie,2,[]
ochotek,2,[]
obwodnica,2,[]
obszaru,2,[]
obręb,2,[]
obrzeżu,2,[]
oblicze,2,[]
obiektów,2,[]
nogą,2,[]
noga,2,[]
niepodleglosci,2,[]
niedźwiedzia,2,[]
nazwy,2,[]
nauki,2,[]
nasiona,2,[]
nasadzeniami,2,[]
narzedzia,2,[]
narożniku,2,[]
nagrodami,2,[]
nadodrze,2,[]
młynie,2,[]
muzyka,2,[]
muzeum,2,[]
murów,2,[]
murków,2,[]
mural,2,[]
muchowiec,2,[]
mri,2,[]
motyle,2,[]
mostek,2,[]
montera,2,[]
montazu,2,[]
monitorowania,2,[]
monitoringiem,2,[]
molo,2,[]
mistrzejowicach,2,[]
miseczek,2,[]
mieszki,2,[]
mieszanka,2,[]
miernik,2,[]
miasteczko,2,[]
miast,2,[]
mew,2,[]
metrze,2,[]
meandrów,2,[]
materiałów,2,['cieszenie się na;' 'złość;cieszenie się na;radość;smutek']
mata,2,[]
marzeń,2,[]
marca,2,[]
map,2,[]
maluchów,2,['złość;radość;smutek' 'złość;radość;wstręt']
ludziom,2,[]
lotu,2,[]
lotników,2,[]
lokalizacje,2,[]
lokalizacja,2,[]
lja,2,[]
liste,2,[]
linii,2,[]
lina,2,[]
liga,2,[]
lic,2,[]
leśnicy,2,[]
len,2,[]
latorośli,2,[]
lato,2,[]
latarń,2,[]
lasów,2,[]
lasku,2,[]
lasek,2,[]
lamus,2,[]
lagiewnikach,2,[]
kwietnik,2,[]
kutry,2,[]
kurzu,2,[]
kultura,2,[]
księży,2,[]
księcia,2,[]
krzewami,2,[]
krowodrza,2,[]
krasnowola,2,[]
krasnale,2,[]
krakowian,2,[]
krakowiaki,2,[]
krakowiak,2,[]
końcówek,2,['radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;']
kotlina,2,[]
kostki,2,[]
koparki,2,[]
kompozytorów,2,[]
kompleks,2,[]
kominy,2,[]
komfortu,2,[]
kombatantów,2,[]
komary,2,[]
komar,2,[]
kobiet,2,[]
ko,2,[]
klonów,2,[]
klon,2,[]
klimatu,2,['cieszenie się na;radość;smutek' 'radośc;smutek;strach']
klimacie,2,['cieszenie się na;radość;smutek' 'radośc;smutek;strach']
kierowcy,2,[]
kawki,2,[]
kasztanowcowiaczkiem,2,[]
kaskada,2,[]
karpniki,2,[]
karmy,2,[]
karmników,2,[]
karmnik,2,[]
kanałów,2,[]
kamienicami,2,[]
kaliny,2,[]
kajki,2,[]
kajaki,2,[]
kadencji,2,[]
kaczkowate,2,[]
jętek,2,[]
józefa,2,[]
juniora,2,[]
joga,2,[]
jeże,2,[]
jesienią,2,[]
jedności,2,[]
jakości,2,[]
instalacją,2,[]
instalacje,2,[]
infrastrukturą,2,[]
infrastruktura,2,[]
ilości,2,[]
huśtawka,2,[]
hotel,2,[]
henryka,2,[]
harcówka,2,[]
harcerstwa,2,[]
hala,2,[]
górniak,2,[]
górkach,2,[]
górek,2,[]
gtg,2,[]
grypa,2,[]
grunwaldzka,2,[]
gruntu,2,[]
grud,2,[]
grill,2,[]
granice,2,[]
grabówek,2,[]
goście,2,[]
goci,2,[]
gimnazjum,2,[]
gatunki,2,[]
gatunkami,2,[]
gatunek,2,[]
garaż,2,[]
gajowice,2,[]
funkcji,2,[]
funkcje,2,[]
formę,2,[]
forma,2,[]
form,2,[]
fontanny,2,[]
fontann,2,[]
fizyków,2,[]
finansowanie,2,[]
filtr,2,[]
filmów,2,[]
filmami,2,[]
fazy,2,['złość;cieszenie się na;radość;wstręt' 'wstręt;cieszenie się na;radość']
euro,2,[]
etapu,2,[]
estetykę,2,[]
epicentrum,2,[]
enklawy,2,[]
elementem,2,[]
elektryfikacja,2,[]
elektroodpadów,2,[]
ekspertyzy,2,[]
ekranów,2,[]
ekranach,2,[]
ekologią,2,[]
ekologii,2,[]
eko,2,[]
ed,2,[]
dżungli,2,[]
dębów,2,[]
dębniki,2,[]
dąbrówka,2,[]
dziki,2,"['złość;radość;smutek;strach' 'złość;radość;smutek;strach' 'złość;radość'
 'złość;radość' 'złość;radość;strach' 'złość;radość;strach'
 'radość;smutek' 'radość;smutek']"
dzielnice,2,[]
dziedziniec,2,[]
dzieckiem,2,[]
działki,2,[]
działaniem,2,['radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;']
działalności,2,[]
dziatki,2,[]
dzialan,2,[]
dywizjonu,2,[]
dywan,2,[]
dwunastki,2,[]
dudki,2,[]
dróg,2,[]
drzewo,2,[]
drzewek,2,[]
dron,2,[]
doły,2,[]
dołach,2,[]
doswiadczen,2,[]
domy,2,[]
domkami,2,[]
dolice,2,[]
dojścia,2,[]
dofinansowania,2,[]
dna,2,[]
dickensa,2,[]
dianyheleny,2,[]
deszcz,2,"['radość;smutek;złość;strach;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;wstręt;']"
dekoracje,2,[]
defibrylatorem,2,[]
defibrylator,2,[]
ddr,2,[]
danymi,2,[]
damy,2,[]
członków,2,[]
częściach,2,[]
czuby,2,[]
cześć,2,[]
czerniejówką,2,[]
czechowie,2,[]
czasem,2,[]
czachówek,2,[]
cytadeli,2,[]
cyganerii,2,[]
cukierni,2,[]
ciurkiem,2,[]
cisza,2,['radość;zaskoczenie czymś nieprzewidywanym;strach;']
cik,2,[]
chylonia,2,[]
chwila,2,[]
chruśniaku,2,[]
chełmie,2,[]
chaty,2,[]
chaber,2,[]
cel,2,[]
c,2,[]
błotem,2,[]
błota,2,[]
błoniach,2,[]
byliny,2,[]
butelkowaty,2,[]
butelkowate,2,[]
butelkami,2,[]
bulwarze,2,[]
bulwary,2,[]
bule,2,[]
buków,2,[]
budżetu,2,[]
budżet,2,[]
budzecie,2,[]
budynek,2,[]
budowę,2,[]
brzegu,2,[]
bronowice,2,[]
brochów,2,[]
bramą,2,[]
braci,2,[]
bohdanowicza,2,[]
blues,2,[]
bloku,2,[]
blokiem,2,[]
bieńczyce,2,[]
bielanach,2,[]
bielan,2,[]
biegi,2,[]
biegaczy,2,[]
biblioteki,2,[]
białołęce,2,[]
beton,2,[]
berek,2,[]
basenem,2,[]
barierki,2,[]
bardzka,2,[]
bajki,2,[]
automaty,2,['złość;radość;smutek' 'złość;radość;smutek']
aut,2,[]
atrakcje,2,[]
atrakcja,2,[]
asocjacja,2,[]
asnyka,2,[]
aronia,2,[]
architekturą,2,[]
architektura,2,[]
api,2,[]
andersa,2,[]
aleją,2,[]
alejka,2,[]
alejach,2,[]
akustyka,2,[]
aktywizacji,2,[]
aktywizacja,2,[]
akcja,2,['radość;złość;' 'radość;zaskoczenie czymś nieprzewidywanym;']
afair,2,[]
žwirki,1,[]
żywotność,1,[]
żywność,1,[]
żyrafą,1,[]
życiu,1,['radość;złość;' 'radość;złość;']
żwirki,1,[]
żużel,1,[]
żurawiu,1,[]
żuloskwerów,1,[]
żerniki,1,[]
żelechowa,1,[]
żaglówek,1,[]
źródło,1,[]
źródłem,1,[]
źródełkapoidełka,1,[]
źródeł,1,[]
świętopełka,1,[]
świętokrzyska,1,[]
świętochłowicach,1,[]
świątynia,1,[]
świąt,1,[]
świerków,1,[]
światła,1,[]
światowida,1,[]
światełka,1,[]
świadomości,1,[]
śródmieściuskrzynki,1,[]
śródmieściewschód,1,[]
środmieściewschód,1,[]
środków,1,[]
środku,1,[]
środa,1,[]
śmietnisko,1,[]
śmieciowiskom,1,[]
śmieciomaty,1,[]
śluzą,1,[]
ślichowice,1,[]
śladzie,1,[]
ścieżkazdrowiadla,1,[]
ścieżkami,1,[]
ścieżkach,1,[]
ścieżek,1,[]
ścianę,1,[]
łąkę,1,[]
łąką,1,[]
łąkostrady,1,[]
łąkach,1,[]
łączki,1,[]
łysek,1,[]
łuk,1,[]
łowienie,1,[]
łostowice,1,[]
łostowicach,1,[]
łonie,1,[]
łodzianki,1,[]
łodzianie,1,[]
łazy,1,[]
ławkach,1,[]
ławeczki,1,[]
ławeczkami,1,[]
ławeczek,1,[]
łapą,1,[]
łap,1,[]
ładowarek,1,[]
ładowanie,1,[]
ładowania,1,[]
łacinką,1,[]
łacina,1,[]
złota,1,[]
zywoptotów,1,[]
zywoptoty,1,[]
zywoptotu,1,[]
zywienia,1,[]
zysk,1,[]
zyjace,1,[]
zycia,1,[]
zwężenie,1,[]
zwycięstwo,1,[]
zwiększenia,1,[]
zwierzaków,1,[]
zwierzaki,1,[]
zwierzakami,1,[]
zróbmy,1,[]
zrodelka,1,[]
zostawianie,1,"['zaufanie;smutek;złość;' 'cieszenie się na coś oczekiwanego;smutek;'
 'radość;zaufanie;złość;' 'radość;cieszenie się na coś oczekiwanego;']"
zosi,1,[]
zorza,1,[]
zombie,1,[]
zolnierzy,1,[]
zodiaku,1,[]
znoszenia,1,[]
znaczenia,1,[]
zmysły,1,[]
zmienic,1,[]
zmian,1,['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;strach;']
zm,1,[]
zlotach,1,[]
zl,1,[]
zimę,1,[]
zimna,1,[]
zietka,1,[]
ziemie,1,[]
ziemia,1,[]
zielony,1,[]
zielniki,1,[]
zieleńce,1,[]
ziarna,1,[]
ziaren,1,[]
zgodzie,1,[]
zesłańców,1,[]
zespół,1,[]
zero,1,"['zaufanie;złość;radość;smutek;wstręt'
 'radość;zaufanie;smutek;złość;wstręt;']"
zdrój,1,[]
zdrojów,1,[]
zdobienie,1,[]
zdawania,1,[]
zdaniach,1,[]
zbiórki,1,[]
zbiory,1,[]
zbieg,1,[]
zazielenienia,1,[]
zawodników,1,['złość;radość;strach' 'złość;radość;strach']
zawieszanie,1,[]
zatoru,1,[]
zatokami,1,[]
zatoce,1,[]
zastepcze,1,[]
zaspę,1,[]
zaspie,1,[]
zasobów,1,[]
zasianie,1,"['zaufanie;smutek;złość;'
 'radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;'
 'zaufanie;cieszenie się na coś oczekiwanego;strach;']"
zasadźcy,1,[]
zarządzania,1,[]
zarządu,1,[]
zarzewiem,1,['zaufanie;smutek;złość;']
zarzewem,1,[]
zarzeczu,1,[]
zarzecze,1,[]
zarybianie,1,[]
zarośli,1,[]
zaroślach,1,[]
zarosniety,1,[]
zarodniki,1,[]
zapylaczybudki,1,[]
zapylacze,1,[]
zaprojektowanie,1,[]
zaplecze,1,[]
zapisywania,1,[]
zapewnienia,1,[]
zanieczyszczeniu,1,[]
zanieczyszczeniach,1,[]
zamkiem,1,[]
zalozenia,1,[]
zaleze,1,[]
zalewie,1,[]
zalewem,1,[]
zalet,1,[]
zakątka,1,[]
zakupu,1,[]
zakupie,1,[]
zakupem,1,[]
zakupach,1,[]
zakręt,1,['złość;radość;wstręt' 'złość;radość;wstręt']
zakrzów,1,[]
zakrzewienia,1,[]
zakroczymska,1,[]
zakrecie,1,[]
zakończenie,1,[]
zakotwicza,1,[]
zakazów,1,[]
zajęć,1,[]
zajec,1,[]
zagony,1,[]
zaglebia,1,[]
zagajników,1,[]
zadłużenia,1,[]
zadrzewień,1,[]
zadań,1,[]
zadaszenia,1,[]
zachowaniem,1,[]
zach,1,[]
zabytków,1,[]
zabytki,1,[]
zabytek,1,[]
zabornia,1,[]
xxxlecia,1,[]
xi,1,[]
włókniarz,1,[]
włodarze,1,[]
włochachmontaż,1,[]
włochach,1,[]
właścicielom,1,[]
włazów,1,[]
węzła,1,[]
wąwozy,1,[]
wózków,1,[]
wzrost,1,[]
wzniesieniach,1,[]
wzdluz,1,[]
wyświetlacze,1,[]
wyzwoleniu,1,['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;']
wyznaczania,1,[]
wywierzyska,1,[]
wytyczenie,1,[]
wytchnienia,1,[]
wysypisko,1,[]
wysypisk,1,[]
wyspiarzy,1,[]
wysokosci,1,[]
wysiłek,1,[]
wyremontowanie,1,[]
wyprzedaże,1,[]
wyprowadzania,1,[]
wypożyczalnia,1,[]
wyposażenia,1,[]
wyposazenia,1,[]
wyobraźni,1,[]
wyobrazni,1,[]
wymiar,1,[]
wykorzystaniu,1,[]
wykorzystaniem,1,[]
wykonaniu,1,[]
wykonaniem,1,[]
wykonania,1,[]
wykazyé,1,[]
wykaszanie,1,[]
wyka,1,[]
wyjściu,1,[]
wyjatkiem,1,[]
wygody,1,[]
wygląd,1,[]
wyeliminowania,1,[]
wydzieleniu,1,[]
wydzielenie,1,[]
wydarzeń,1,[]
wycięcie,1,"['radość;smutek;złość;' 'radość;smutek;złość;' 'radość;złość;wstręt;'
 'zaufanie;smutek;złość;' 'zaufanie;smutek;złość;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;'
 'radość;smutek;złość;']"
wyciągu,1,[]
wyciszenie,1,[]
wyciszenia,1,[]
wyciszania,1,[]
wycinka,1,[]
wyciecie,1,[]
wyciecia,1,[]
wychowania,1,[]
wybrzeża,1,[]
wyboru,1,[]
wybojów,1,[]
wybiegiem,1,[]
wulkanu,1,[]
wulkaniki,1,[]
wtw,1,[]
wtargnięcia,1,[]
wszechświata,1,[]
wspinania,1,[]
wsparcia,1,[]
wschodu,1,[]
wróbla,1,[]
września,1,[]
wrzeciona,1,[]
wrocbox,1,[]
wraków,1,[]
woronczaka,1,[]
worków,1,[]
workout,1,[]
woreczki,1,[]
wolnożyjącychwłaścicielskich,1,[]
wojszyce,1,[]
wojciechowicach,1,[]
wodzie,1,[]
wodotrysk,1,[]
wodopojów,1,[]
wodociągów,1,[]
wodociągu,1,[]
wodociąg,1,[]
wnętrze,1,[]
wnętrza,1,[]
wnioskodawców,1,[]
wnioskodawca,1,[]
wlasciwie,1,[]
wjeździe,1,[]
wiśni,1,[]
wizerunku,1,[]
witominie,1,[]
wisnia,1,[]
wirników,1,[]
wiosny,1,[]
winorośla,1,[]
winklera,1,[]
winiar,1,[]
wilk,1,[]
wilgą,1,[]
wilgi,1,[]
wilanowie,1,[]
wiki,1,[]
wigury,1,[]
wigilia,1,[]
wieżyczkę,1,[]
wieza,1,[]
wieszania,1,[]
wierzbą,1,[]
wierzby,1,[]
wierzbnie,1,[]
wierzbica,1,[]
wielowieś,1,[]
wielkanoc,1,[]
wiedzie,1,[]
wiedze,1,[]
wiedza,1,[]
wieczność,1,[]
widzewwschód,1,[]
widokiem,1,[]
widok,1,[]
wiatrołomów,1,[]
wiatromierz,1,[]
wiatrem,1,[]
wiatami,1,[]
wiaduktu,1,[]
westerplatte,1,[]
wentylacji,1,[]
wejściu,1,[]
wejściach,1,[]
wejścia,1,[]
wejsciem,1,[]
wege,1,[]
wdzięczności,1,[]
wczasowabieszczadzka,1,[]
wały,1,[]
wału,1,"['radość;zaskoczenie czymś nieprzewidywanym;złość;wstręt;'
 'radość;wstręt;']"
wawrzyniaka,1,[]
wawra,1,[]
wawer,1,[]
waste,1,[]
warzywnikwarzywnik,1,[]
warunkami,1,[]
warunkach,1,[]
warszewopodbórz,1,[]
warownia,1,[]
warcie,1,[]
wandy,1,[]
wandalizmowi,1,[]
wandal,1,[]
walorów,1,[]
waloryzacja,1,[]
walory,1,[]
walkingu,1,[]
walce,1,[]
wagą,1,[]
wagonikiem,1,[]
virginiana,1,[]
vii,1,[]
vegas,1,[]
vasco,1,[]
użytkowanie,1,[]
użytkowania,1,[]
użytki,1,[]
użyteczności,1,[]
uświadomienie,1,['zaufanie;smutek;' 'radość;smutek;']
uśmiech,1,"['złość;cieszenie się na;radość;smutek;wstręt'
 'szczęście;złość;radość;smutek']"
uzyciem,1,[]
uzupełnienia,1,[]
uzupelnieniu,1,[]
uwzglednieniem,1,[]
utworzeniem,1,[]
utwardzenia,1,[]
utrzymaniem,1,[]
uti,1,[]
ustronie,1,[]
ustawki,1,[]
ustalenia,1,[]
urzędu,1,[]
urządzeniem,1,['radość;smutek;złość;' 'zaufanie;złość;']
urzadzenie,1,[]
uprzątnięcie,1,[]
uprawie,1,[]
uporządkowaniem,1,[]
upiększenie,1,[]
unruga,1,[]
unia,1,[]
umozliwiajacy,1,[]
umieszczenie,1,[]
umiejętności,1,[]
umiejscowienie,1,[]
umiejetnosci,1,[]
umeblowanie,1,[]
ulrychowie,1,[]
ulotka,1,[]
ulokowanie,1,[]
ulicę,1,[]
uliczek,1,[]
ule,1,[]
ul.straży,1,[]
ul.do,1,[]
ul.dantyszka,1,[]
ul.brodka,1,[]
ul,1,[]
ukształtowanie,1,[]
ukończenie,1,[]
ukos,1,[]
ujścia,1,[]
ujęcie,1,[]
udziałem,1,[]
udzial,1,[]
udostępnieniem,1,[]
udogodnienie,1,[]
uczta,1,[]
uciążliwości,1,[]
uchem,1,[]
ubraí,1,[]
uatrakcyjnienie,1,[]
tężniach,1,[]
tętna,1,[]
tzw.górki,1,[]
tyłach,1,[]
tytuł,1,[]
tytule,1,[]
tysiącleciu,1,[]
tysiąclecia,1,[]
tysiace,1,[]
tyrolka,1,[]
typów,1,[]
typ,1,[]
tydzień,1,[]
tworzeniem,1,[]
turystów,1,[]
turysty,1,[]
turnieje,1,[]
tulipanowca,1,[]
tucznawa,1,[]
trójwymiarze,1,[]
trzepak,1,[]
trzebyczka,1,[]
trzciniaków,1,[]
trudności,1,[]
truchtem,1,[]
tropie,1,[]
tresury,1,[]
trenów,1,[]
treegatory,1,[]
tree,1,[]
trawnikiem,1,[]
trawki,1,[]
trawce,1,[]
tratwy,1,[]
tratwa,1,[]
tratw,1,[]
trasę,1,[]
traszek,1,[]
trasach,1,[]
trasa,1,[]
tramwajarza,1,[]
trampkarzy,1,[]
traktów,1,[]
traktorek,1,[]
trakt,1,[]
tradycje,1,[]
toskania,1,[]
torów,1,[]
torze,1,[]
torunia,1,[]
toreb,1,[]
torby,1,[]
torami,1,[]
torach,1,[]
topól,1,[]
topolami,1,[]
topiel,1,[]
tolerancji,1,[]
toalet,1,[]
toalecie,1,[]
tle,1,[]
thought,1,[]
tetmajera,1,[]
tesco,1,[]
termosów,1,[]
terapia,1,[]
temperaturę,1,['złość;radość' 'złość;radość']
tematyke,1,[]
telomery,1,[]
teleskopu,1,[]
telefonu,1,[]
technologii,1,[]
techniki,1,[]
technika,1,[]
tańcu,1,[]
tarnogaj,1,[]
tarnobrzegu,1,[]
targowiska,1,[]
targ,1,[]
tarczy,1,[]
tarchomin,1,[]
tarasy,1,[]
tarasu,1,[]
tarasie,1,[]
tara,1,[]
tapa,1,[]
talent,1,[]
talar,1,[]
takze,1,[]
tabliczki,1,[]
tabliczek,1,[]
tablicami,1,[]
tablica,1,[]
tablic,1,[]
służewieckiejrekultywacja,1,[]
służew,1,[]
służeniu,1,[]
słuchaniem,1,['radość;zaufanie;']
słuchania,1,['radość;zaufanie;']
słońca,1,[]
słojach,1,[]
sąsiedzi,1,[]
sąsiadów,1,[]
sąsiadom,1,[]
szóstkę,1,[]
szóstki,1,[]
szyldem,1,[]
szycie,1,[]
szybie,1,[]
sztukach,1,['złość;radość' 'złość;radość;wstręt']
sztuka,1,['złość;radość' 'złość;radość;wstręt']
sztafeta,1,[]
szpitalu,1,[]
szpitala,1,[]
szpalerach,1,[]
szpaki,1,[]
szombierkach,1,[]
szkła,1,[]
szkolenie,1,[]
szkolenia,1,[]
szklarni,1,[]
sześcioboku,1,[]
szczęście,1,[]
szczytów,1,"['radość;smutek;złość;wstręt;' 'radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;strach;']"
szczyt,1,"['radość;smutek;złość;wstręt;' 'radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;strach;']"
szczypiornie,1,[]
szczycie,1,"['radość;smutek;złość;wstręt;' 'radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;złość;strach;']"
szczeniąt,1,[]
szczelina,1,[]
szczecinie,1,[]
szczecinian,1,[]
szańcach,1,[]
szał,1,['złość;radość' 'radość;smutek;złość;' 'radość;złość;']
szatni,1,[]
szarotek,1,[]
szaniec,1,[]
szaletów,1,[]
szajnochy,1,[]
szabelnia,1,[]
synowie,1,[]
synka,1,[]
symbol,1,['wstręt;radość;smutek' 'wstręt;złość;radość']
sygnału,1,['cieszenie się na;radość;strach' 'cieszenie się na;radość;smutek;strach']
sybiracy,1,[]
sybir,1,[]
swinoujscie,1,[]
superwybiegi,1,[]
superjednostka,1,[]
sumie,1,[]
sukcesu,1,[]
suk,1,[]
stwosza,1,[]
stworzyé,1,[]
studzienka,1,[]
studnia,1,[]
studia,1,[]
stubów,1,[]
strzyża,1,[]
strzemięcin,1,[]
strzałki,1,[]
strumyka,1,[]
stroje,1,[]
strefę,1,[]
strefie,1,[]
strefami,1,[]
strażnik,1,[]
strażaka,1,[]
strażak,1,[]
strazy,1,[]
strazaków,1,[]
stołówki,1,[]
stoły,1,[]
stołach,1,[]
stopni,1,[]
stolików,1,[]
stoku,1,[]
stokrotka,1,[]
stokach,1,[]
stojaków,1,[]
stojaki,1,[]
stojak,1,[]
stogach,1,[]
sterylizuja,1,[]
sterylizacjikastracji,1,[]
sterylizacjakastracja,1,[]
ster,1,[]
stefko,1,[]
stawku,1,[]
starówce,1,[]
startet,1,[]
start,1,[]
starołęki,1,[]
starosielcach,1,[]
stanowiska,1,[]
stanowisk,1,[]
stanie,1,[]
stanica,1,[]
staffa,1,[]
stadionie,1,[]
stabłowice,1,[]
stabłowicach,1,[]
stabłowic,1,[]
ssaków,1,[]
srodula,1,[]
srodku,1,[]
srebrna,1,[]
sprzetu,1,[]
spraw,1,[]
spragnionychgolęcin,1,[]
spragnionych,1,['cieszenie się na;złość;strach' 'cieszenie się na;smutek']
społeczno,1,[]
sposobem,1,[]
sportwypoczynek,1,[]
spojrzenie,1,[]
spie,1,[]
spert,1,[]
spektrum,1,[]
spektakl,1,[]
spalinami,1,[]
spacerowiczów,1,[]
sp,1,[]
sosnowiec,1,[]
sosnowcu,1,[]
sopocie,1,[]
solec,1,[]
solar,1,[]
solanki,1,[]
sokołowski,1,[]
sobieszewo,1,[]
smyczy,1,[]
smutku,1,[]
smulsku,1,[]
smokowi,1,['złość;radość' 'radość;smutek;strach' 'radość;strach']
smoki,1,['złość;radość' 'radość;smutek;strach' 'radość;strach']
smoka,1,['złość;radość' 'radość;smutek;strach' 'radość;strach']
smaki,1,[]
smak,1,[]
sm,1,[]
slupów,1,[]
sliwa,1,[]
skwerowi,1,[]
skwerem,1,[]
skwarek,1,[]
skuteczność,1,[]
skutecznosc,1,[]
skupu,1,[]
skupiska,1,[]
skup,1,[]
skrzynie,1,[]
skrzatach,1,[]
skry,1,[]
skraju,1,[]
skracanie,1,[]
skotnicastaszica,1,[]
skoszenie,1,[]
