token,occurrence,emotion
skopińska,1,[]
skocznia,1,[]
sklepem,1,[]
sklad,1,[]
skierowania,1,[]
skałce,1,[]
skateplaza,1,[]
skateparku,1,[]
skateboardowców,1,[]
skarbca,1,[]
skarbach,1,[]
skalniaki,1,[]
skalniak,1,[]
siłownię,1,[]
sięgacz,1,[]
sioło,1,[]
siodle,1,[]
sina,1,[]
silownia,1,[]
silnikiem,1,[]
silent,1,[]
sikory,1,[]
sikorka,1,['złość;radość' 'wstręt;radość']
sikawie,1,[]
sieé,1,[]
siew,1,[]
sienkiewicza,1,[]
siemianowice,1,[]
siedziskami,1,[]
siedziska,1,[]
siedlisko,1,['radość;zaufanie;smutek;złość;']
siedlce,1,[]
siec,1,[]
siatek,1,[]
sg,1,[]
serwerów,1,[]
sensorem,1,[]
senioròw,1,[]
seniorita,1,[]
seniorami,1,[]
semafor,1,[]
sekcja,1,[]
sciótkowanie,1,[]
sciezke,1,[]
schulza,1,[]
schronie,1,[]
schody,1,[]
schodach,1,[]
sasiedztwie,1,[]
sasiedzi,1,[]
saperów,1,[]
sanguszków,1,[]
sanatorium,1,[]
samorząd,1,[]
samochód,1,[]
samochodu,1,[]
sambora,1,[]
salony,1,[]
salonik,1,[]
sali,1,[]
sale,1,[]
saharze,1,[]
sadzonkami,1,[]
sadyba,1,[]
sadownictwa,1,[]
sabaly,1,[]
saba,1,[]
ręką,1,['zaufanie;strach;' 'zaufanie;strach;']
rękawiczki,1,[]
różanka,1,[]
różana,1,[]
rzeźba,1,[]
rzeźb,1,[]
rzezba,1,[]
rzeczy,1,[]
rysowników,1,[]
rynkiem,1,[]
rynkach,1,[]
rybka,1,[]
ryba,1,[]
rusałki,1,[]
runo,1,[]
rumian,1,[]
rudy,1,[]
rudniki,1,[]
rudnikach,1,[]
rudery,1,[]
ruch,1,['radość;smutek;złość;' 'radość;smutek;złość;']
ruble,1,[]
rubinsteina,1,[]
roślinnością,1,[]
roślinki,1,[]
rozwiązań,1,[]
rozwadowskiej,1,[]
rozsadku,1,[]
rozrywka,1,[]
rozrosnie,1,[]
rozmiarem,1,[]
rozlewiska,1,[]
rozdziału,1,['radość;cieszenie się na coś oczekiwanego;smutek;']
rozdań,1,[]
rozbojami,1,[]
rowów,1,[]
rowienfolwarki,1,[]
rowerowopiesza,1,[]
rowerostrada,1,[]
rowerach,1,[]
rower,1,[]
rowem,1,[]
rourke,1,[]
roty,1,[]
roslinnoscé,1,[]
roslinach,1,[]
rosarium,1,[]
rondo,1,[]
rolą,1,[]
rolki,1,[]
roli,1,[]
rokicka,1,[]
rodzynków,1,[]
rodziców,1,[]
rodzicielstwa,1,[]
rodzica,1,[]
rodzic,1,[]
rodzaju,1,[]
rodzajach,1,[]
rodzaj,1,[]
rodaka,1,[]
rod,1,[]
rezerwatu,1,[]
rewolucji,1,"['cieszenie się na;strach' 'cieszenie się na;radość;smutek;strach'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;strach;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;']"
rewolucja,1,"['cieszenie się na;strach' 'cieszenie się na;radość;smutek;strach'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;strach;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;']"
rewitalizację,1,[]
rewitalizacją,1,[]
rewaloryzacji,1,[]
retencję,1,[]
retencji,1,[]
resztek,1,[]
replika,1,[]
rena,1,[]
remontu,1,[]
remontem,1,[]
remedium,1,[]
relacji,1,[]
rekultywacją,1,[]
rekultywacji,1,[]
reksio,1,[]
rekompensata,1,[]
reka,1,[]
rejs,1,[]
rejestratora,1,[]
rejestracji,1,[]
reintegracja,1,[]
regeneracja,1,[]
regaty,1,[]
recyklomat,1,[]
recyklingu,1,[]
reanimacja,1,[]
realizację,1,[]
reaktywacja,1,[]
reakcja,1,[]
reagana,1,[]
razy,1,[]
ratuszu,1,[]
ratuszem,1,[]
ratunku,1,[]
ranczo,1,[]
ramy,1,[]
raków,1,[]
raka,1,[]
radę,1,[]
radosci,1,[]
radopark,1,[]
radogoszcza,1,[]
radiostacja,1,[]
racławicka,1,[]
rabata,1,[]
quest,1,[]
pływanie,1,['radość;smutek;złość;strach;']
płotów,1,[]
płoty,1,[]
płotkiem,1,[]
płotek,1,[]
płodu,1,[]
płocie,1,[]
płanina,1,[]
pętlą,1,[]
pętlach,1,[]
pętla,1,[]
północy,1,[]
pétanque,1,[]
pyłu,1,[]
pułku,1,[]
puszki,1,[]
puszek,1,[]
pustynia,1,[]
pustki,1,[]
punktach,1,"['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;smutek;złość;']"
pudełek,1,[]
ptasia,1,[]
pszczołę,1,[]
pszczoła,1,[]
pszczele,1,[]
pszczelarstwa,1,[]
psach,1,['radość;złość;']
prędkości,1,['radość;smutek;zaskoczenie' 'zaufanie;radość;smutek']
próba,1,[]
przyłączenia,1,[]
przyłącza,1,[]
przywróceniem,1,[]
przytyk,1,[]
przyszłość,1,[]
przystanków,1,[]
przystankiem,1,[]
przystankach,1,[]
przystanie,1,[]
przyrzecze,1,[]
przyrodę,1,[]
przyrodnika,1,[]
przyroda,1,[]
przygotowaniem,1,[]
przygotowania,1,[]
przygody,1,['radość;strach;zaskoczenie' 'radość;zaskoczenie']
przygoda,1,['radość;strach;zaskoczenie' 'radość;zaskoczenie']
przydziałki,1,[]
przycinania,1,[]
przychodnią,1,[]
prześwietlenie,1,[]
przewodnikiem,1,[]
przewijaniem,1,[]
przewijaki,1,[]
przewijak,1,[]
przewadze,1,[]
przetrwania,1,[]
przestrzeniach,1,[]
przesadzania,1,[]
przeróbka,1,[]
przeprowadzenia,1,[]
przepompowni,1,[]
przemów,1,[]
przemocy,1,[]
przemieszczania,1,[]
przemian,1,[]
przekształceniu,1,[]
przekopanie,1,[]
przekonaniem,1,[]
przejściem,1,[]
przejściach,1,[]
przejscie,1,[]
przejazdu,1,[]
przejazd,1,[]
przedłużeniu,1,[]
przedłużenia,1,[]
przedwiośniu,1,[]
przedszkolaków,1,[]
przedmiotem,1,[]
przedmieścia,1,[]
przechodniów,1,[]
przebudową,1,[]
prowadzenia,1,[]
propozycja,1,[]
propagowanie,1,[]
prolog,1,[]
projektów,1,[]
projekty,1,[]
projektowi,1,[]
progach,1,[]
profilaktyki,1,[]
produkcji,1,[]
prochy,1,[]
probostwo,1,[]
prezentacja,1,[]
prelekcje,1,[]
prelekcja,1,[]
prawobrzeżu,1,[]
prawobrzeża,1,[]
prawdopodobieństwo,1,['złość;radość;smutek' 'radość;smutek;złość;strach;']
praktykami,1,[]
praktyka,1,[]
praga,1,[]
pradze,1,[]
pracownia,1,[]
prace,1,[]
pożegnanie,1,[]
połączenia,1,[]
południu,1,[]
pozostalosci,1,[]
poznaniaków,1,[]
poznania,1,[]
pozbywania,1,[]
powroty,1,[]
powodzi,1,[]
powiśle,1,[]
powiększanie,1,[]
potęga,1,[]
potyczka,1,[]
potwór,1,[]
potrzebe,1,[]
potrzeba,1,[]
potok,1,"['radość;smutek;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;']"
pot,1,[]
poszukiwaczy,1,[]
poszerzenie,1,[]
postulat,1,[]
postoju,1,[]
postepowania,1,[]
postawienie,1,"['radość;smutek;złość;' 'zaufanie;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;strach;'
 'cieszenie się na coś oczekiwanego;złość;wstręt;']"
posesji,1,[]
posadę,1,[]
posadzka,1,[]
posadzeniu,1,[]
posa,1,[]
porządek,1,[]
porzeczka,1,[]
portret,1,[]
porto,1,[]
porcie,1,[]
porach,1,[]
poprawę,1,[]
popraw,1,[]
popowicach,1,[]
popowi,1,[]
popielniczki,1,[]
pompa,1,['radość;wstręt;' 'radość;cieszenie się na coś oczekiwanego;wstręt;']
pomosty,1,[]
pomost,1,[]
pomniki,1,[]
pomnika,1,[]
pomnik,1,[]
pomieszczeń,1,[]
pomieszczenie,1,[]
polonez,1,[]
polki,1,[]
policji,1,[]
pole,1,[]
polany,1,[]
polankach,1,[]
polanie,1,[]
polance,1,[]
polanach,1,[]
polaczenie,1,[]
pola,1,[]
pokroju,1,[]
pokojówka,1,[]
pokarm,1,[]
pojemnik,1,[]
pojazdu,1,[]
pojawianiu,1,[]
poidło,1,[]
pogoń,1,[]
pogon,1,[]
pogody,1,[]
poetka,1,[]
podwórzu,1,[]
podtorza,1,[]
podstawą,1,[]
podstawa,1,[]
podskarbi,1,[]
podróży,1,[]
podróżnikami,1,[]
podnóży,1,[]
podniesienie,1,[]
podmiot,1,[]
podkreślenie,1,[]
podjuchy,1,[]
podjuchach,1,[]
podjazdu,1,[]
podgórzu,1,[]
podgrodzie,1,[]
podglądu,1,[]
podejko,1,[]
podchorążych,1,[]
podanie,1,[]
poczucia,1,[]
poczet,1,[]
poczatku,1,[]
poboru,1,[]
pnączach,1,[]
pni,1,[]
plywalnia,1,[]
plywajace,1,[]
plytami,1,[]
pluta,1,[]
plebani,1,[]
plaży,1,[]
plażojada,1,[]
playback,1,[]
platanów,1,[]
plastiku,1,[]
planty,1,[]
plant,1,[]
planszowki,1,[]
planowania,1,[]
planie,1,[]
planem,1,[]
plan,1,[]
plamy,1,[]
placówki,1,[]
placówek,1,[]
plackach,1,[]
piłkę,1,[]
piłkołapów,1,[]
piątka,1,[]
pisuarów,1,[]
pisuary,1,[]
piramidzie,1,[]
piotrowic,1,[]
pionier,1,[]
pio,1,[]
pilczyce,1,[]
pilarek,1,[]
pikniki,1,[]
pijalni,1,[]
piersi,1,[]
pieniądze,1,[]
pielęgnację,1,[]
pielęgnacji,1,[]
pielegnacja,1,[]
piekarczyk,1,[]
pieców,1,[]
piechoty,1,[]
piecach,1,[]
picia,1,[]
piaskiem,1,[]
piaski,1,[]
piasek,1,[]
piachu,1,[]
pełni,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
petli,1,[]
peten,1,[]
pet,1,[]
pestka,1,[]
perkuna,1,[]
pergolą,1,[]
pergoli,1,[]
pergole,1,[]
pergola,1,[]
perełką,1,[]
peowiaków,1,[]
pałą,1,[]
pałac,1,[]
pazury,1,[]
pazurki,1,[]
pawilonie,1,[]
pawiapusta,1,[]
patrona,1,[]
patrolu,1,[]
pasjonatów,1,[]
pasiaka,1,[]
pasażu,1,[]
parkwybieg,1,[]
parkowania,1,[]
parkingiem,1,[]
park.olimpijczykow,1,[]
parapecie,1,[]
parafii,1,[]
papużki,1,[]
papieża,1,[]
panele,1,[]
panelami,1,[]
panda,1,[]
pameé,1,[]
paluszków,1,[]
paluchu,1,[]
paliw,1,[]
palenisko,1,[]
pakiet,1,[]
pak,1,[]
pajęczyny,1,[]
pająk,1,[]
pacjentów,1,[]
paca,1,[]
oświecenie,1,[]
ośrodku,1,[]
oznakowania,1,[]
ozdobienie,1,[]
ozdoba,1,[]
oz,1,[]
owocowe,1,[]
owadami,1,[]
otwarciem,1,[]
otulina,1,[]
osy,1,[]
osw,1,[]
ostrze,1,[]
ostrza,1,[]
ostoja,1,[]
osrodka,1,[]
osoby,1,[]
osobowice,1,[]
osobie,1,[]
osnówek,1,[]
osmańczyka,1,[]
osiedlami,1,[]
osiagniecia,1,[]
osi,1,[]
osady,1,[]
os,1,[]
orzecznictwem,1,[]
orunię,1,[]
orunią,1,[]
ornitolog,1,[]
orląt,1,[]
orkiestry,1,[]
organom,1,[]
organizacji,1,[]
org,1,[]
orbita,1,[]
optymistów,1,[]
optyka,1,[]
oporowie,1,[]
opolu,1,[]
opole,1,[]
opinie,1,[]
opiekunki,1,[]
opatrzności,1,[]
opata,1,[]
oparciem,1,[]
ony,1,[]
olędrów,1,[]
olsza,1,[]
oln,1,[]
olkuska,1,[]
olimpijczyków,1,[]
olimpijczyk,1,[]
olechów,1,[]
ole,1,[]
ola,1,[]
oksywia,1,[]
okrąg,1,[]
okresie,1,[]
okresach,1,[]
okopowa,1,[]
okolu,1,[]
okolicami,1,[]
okolicach,1,[]
oko,1,['złość;radość']
oknami,1,[]
okaze,1,[]
okablowanie,1,[]
ojców,1,[]
ogródkach,1,[]
ogrzewania,1,[]
ogrodzeniu,1,[]
ogrodzeniem,1,[]
ogrodzeniach,1,[]
ogrodow,1,[]
ogrodnikiem,1,[]
ogrodami,1,[]
ogrod,1,[]
ognisku,1,[]
oglądania,1,[]
odżywianie,1,[]
odzywianie,1,[]
odzyskania,1,[]
odwodnieniem,1,[]
odwodnienia,1,[]
odurzenie,1,['radość;smutek' 'radość;']
odrze,1,[]
odry,1,[]
odroczeniem,1,[]
odpływem,1,[]
odprowadzania,1,[]
odporność,1,[]
odpornosc,1,[]
odnóży,1,[]
odnową,1,[]
odnowiciela,1,[]
odmian,1,['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;strach;wstręt;']
oddzielenie,1,[]
oddziałami,1,[]
oddychaniem,1,[]
odciążenie,1,[]
odcinkiem,1,[]
odchyleniem,1,[]
odchodów,1,[]
odbudowę,1,[]
odbioru,1,[]
odbarwienie,1,[]
oda,1,[]
oczyszczacze,1,[]
oczy,1,['złość;radość']
ochłodę,1,[]
ochłody,1,[]
oceną,1,[]
ocenie,1,[]
ocalałych,1,[]
obłoku,1,[]
obywatel,1,[]
obwodnicy,1,[]
obszarów,1,[]
obszar,1,[]
obserwatorów,1,[]
obserwacji,1,[]
obrębu,1,[]
obrys,1,[]
obrebie,1,[]
obreb,1,[]
obrazy,1,[]
obrazu,1,[]
obraz,1,[]
obr,1,[]
oboźny,1,[]
obozu,1,[]
obiekcie,1,[]
obelisk,1,[]
obcowanie,1,[]
obchody,1,[]
obchodom,1,[]
numerów,1,[]
numerach,1,[]
nowaka,1,[]
noce,1,[]
noblistów,1,[]
nitka,1,[]
niszczeniemrozjezdzaniem,1,[]
niszczeniem,1,[]
nina,1,[]
nieużytku,1,[]
nieużytki,1,[]
nieruchomości,1,[]
niepowodzeniem,1,[]
niedźwiadka,1,[]
niedzwiedzia,1,[]
niedziele,1,[]
niedziela,1,[]
niecka,1,[]
niebo,1,[]
niebem,1,[]
neptun,1,[]
neon,1,['złość;radość;wstręt' 'złość;radość;wstręt']
nenufaru,1,[]
nazwę,1,[]
nazwami,1,[]
nazwa,1,[]
nawodnienie,1,[]
nawiązanie,1,[]
nawieé,1,[]
nawierzchnią,1,[]
nawiazania,1,[]
nawadnianie,1,[]
nawadniania,1,[]
natryski,1,[]
nastapi,1,[]
nasion,1,[]
nasienia,1,[]
nasadzie,1,[]
narzędzia,1,[]
narwi,1,[]
narodzenia,1,[]
naramowicach,1,[]
napisu,1,[]
napis,1,[]
napiecia,1,[]
nadwisla,1,[]
nadanie,1,[]
naczyniach,1,[]
młynek,1,[]
młynarza,1,[]
młodzieżydorosłychseniorów,1,[]
młodych,1,[]
młodości,1,[]
mówienia,1,[]
myślą,1,['radość;złość;' 'radość;złość;']
myśliborska,1,[]
mysłowicach,1,[]
myszy,1,[]
mysli,1,[]
mydlice,1,[]
mx,1,[]
muzyki,1,[]
muzyce,1,[]
mutu,1,[]
muszli,1,[]
muszla,1,[]
muru,1,[]
murapol,1,[]
muranów,1,[]
muranowie,1,[]
muralu,1,[]
mundury,1,[]
muchobór,1,[]
mtor,1,[]
mroczka,1,[]
możliwość,1,[]
możliwości,1,[]
mozliwosci,1,[]
moze,1,[]
motyla,1,[]
motorówka,1,[]
motoryzacji,1,[]
moto,1,[]
mostkiem,1,[]
morzyslawiu,1,[]
morze,1,['radość;smutek;złość;' 'radość;smutek;złość;strach;wstręt;']
morenie,1,[]
moreli,1,[]
mont,1,[]
moniuszki,1,[]
monet,1,[]
moli,1,[]
modeli,1,['złość;radość;strach' 'złość;radość;strach']
miś,1,['radość;wstręt;' 'radość;wstręt;']
miłość,1,[]
miłości,1,[]
miłosników,1,[]
międzylesiu,1,[]
mity,1,[]
miszewskiego,1,[]
mistrzostw,1,[]
miską,1,[]
misiem,1,['radość;wstręt;' 'radość;wstręt;']
mirabelki,1,[]
miotacz,1,[]
mileszkach,1,[]
mikuszowicach,1,[]
mikulczycach,1,[]
miks,1,[]
mikrogranty,1,[]
mikołaja,1,[]
migdałowce,1,[]
mieszkańcach,1,[]
mieszkanie,1,[]
mieszanki,1,[]
mieszance,1,[]
miesiącem,1,[]
mierników,1,[]
miernikami,1,[]
mienie,1,[]
mienia,1,[]
miedzyniu,1,[]
miechocin,1,[]
michalina,1,[]
miastem,1,[]
miasteczka,1,[]
miarę,1,['radość;cieszenie się na coś oczekiwanego;smutek;wstręt;']
miare,1,[]
mgiełka,1,[]
metrów,1,[]
metropolii,1,[]
metody,1,[]
metamorfoza,1,[]
mediatece,1,[]
mech,1,[]
matki,1,[]
matka,1,[]
materiałami,1,['cieszenie się na;' 'złość;cieszenie się na;radość;smutek']
materialy,1,[]
matejki,1,[]
matczyn,1,[]
match,1,[]
mat,1,[]
maseczki,1,[]
masa,1,['radość;smutek;złość;' 'radość;smutek;złość;']
marysina,1,[]
marynarki,1,[]
maruna,1,[]
marszałków,1,[]
marsz,1,[]
maraton,1,[]
mapping,1,[]
mapa,1,[]
manufakturze,1,[]
mamuta,1,[]
mamusia,1,[]
mamo,1,[]
mama,1,[]
malowanie,1,[]
malowania,1,[]
makoszowach,1,[]
makieta,1,[]
mak,1,[]
maharadży,1,[]
magiera,1,[]
magica,1,[]
magazynu,1,[]
maczki,1,[]
maczka,1,[]
macierewicza,1,[]
lustra,1,[]
lunaparku,1,[]
ludów,1,[]
ludzik,1,[]
ludności,1,[]
lotnisko,1,[]
lotnictwa,1,[]
losé,1,[]
los,1,['złość;radość;smutek' 'radość;smutek;']
lokatorów,1,[]
loebnera,1,[]
lodowiskiem,1,[]
lodowisk,1,[]
lma,1,[]
liście,1,[]
liściasta,1,[]
liści,1,[]
lizaki,1,[]
litery,1,[]
listy,1,[]
lisciem,1,[]
lipińskiego,1,[]
line,1,[]
lin,1,[]
limanda,1,[]
lilii,1,[]
ligoty,1,[]
lidze,1,['radość;smutek;' 'radość;smutek;wstręt;']
li,1,[]
leżaku,1,[]
leżakami,1,[]
leżakach,1,[]
leśnika,1,[]
leszczyny,1,[]
leszczynki,1,[]
les,1,[]
leonard,1,[]
leniuchowanie,1,['radość;złość;' 'radość;złość;wstręt;']
lemontree,1,[]
legend,1,[]
leczenia,1,[]
lecia,1,[]
lawki,1,[]
latawiec,1,[]
latach,1,[]
lata,1,"['radość;cieszenie się na coś oczekiwanego;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;'
 'radość;złość;wstręt;' 'radość;cieszenie się na coś oczekiwanego;wstręt;'
 'radość;smutek;złość;' 'radość;cieszenie się na coś oczekiwanego;złość;'
 'radość;strach;' 'radość;złość;wstręt;']"
lasy,1,[]
lasmasakras,1,[]
lampami,1,[]
lamp,1,[]
laem,1,[]
laczacy,1,[]
labedzi,1,[]
la,1,[]
kępką,1,[]
kępa,1,[]
kąpiącej,1,[]
kąpieliskiem,1,[]
kąpieliska,1,[]
kącika,1,[]
kynopark,1,[]
kwoty,1,[]
kwietnia,1,[]
kwiatki,1,[]
kwiat,1,[]
kwarantanna,1,[]
kuźniki,1,[]
kuźniach,1,[]
kuźnia,1,[]
kuznia,1,[]
kutra,1,[]
kusocińskiego,1,[]
kurtyna,1,[]
kurtyn,1,[]
kuronia,1,[]
kurierów,1,[]
kuriera,1,[]
kuraki,1,[]
kupek,1,[]
kulturą,1,[]
kulista,1,[]
kuchenki,1,[]
ktos,1,[]
kształcie,1,[]
książęca,1,[]
książę,1,[]
książąt,1,[]
książnicy,1,[]
książką,1,[]
książek,1,[]
ksiecia,1,[]
ksiazke,1,[]
ksiazkami,1,[]
kręcą,1,[]
króla,1,[]
król,1,[]
krzyży,1,[]
krzyża,1,[]
krzyza,1,[]
krzywą,1,[]
krzywoustego,1,[]
krzyki,1,[]
krzewinek,1,[]
krzewienia,1,[]
krzew,1,[]
krzesełka,1,[]
krzaków,1,[]
kryzys,1,[]
kryjówka,1,['radość;zaufanie;wstręt;']
krwisciag,1,[]
krwawnik,1,[]
kropli,1,[]
kropla,1,[]
kropel,1,[]
krok,1,[]
krocza,1,[]
krew,1,[]
krecie,1,[]
krecia,1,[]
krańcówce,1,[]
krawędzi,1,[]
krasnala,1,[]
krasie,1,[]
krajobrazu,1,[]
kraj,1,[]
krainie,1,[]
kraina,1,[]
kracie,1,[]
kośminek,1,[]
kościele,1,[]
końcu,1,"['radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;strach;'
 'radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;']"
koziorożca,1,[]
kozaków,1,[]
kozaczek,1,[]
kowale,1,[]
kowala,1,[]
kotwic,1,[]
kotek,1,[]
kota,1,[]
koszykówki,1,[]
koszycach,1,[]
koszenia,1,[]
koszami,1,[]
koszalin,1,[]
kosza,1,[]
kosz,1,[]
kostuchna,1,[]
kostką,1,[]
kossaka,1,[]
kosmetyka,1,[]
kosiarki,1,[]
kosiarka,1,[]
korzyści,1,[]
korzenie,1,[]
koryta,1,[]
koroną,1,[]
koronach,1,[]
korników,1,[]
kormoranówbończyka,1,[]
korków,1,[]
kopą,1,[]
kopy,1,[]
kopuły,1,[]
kopciuchami,1,[]
koordynację,1,[]
kontynuację,1,[]
kontynuacji,1,[]
kontrapas,1,[]
kontenery,1,[]
kontenera,1,[]
kontener,1,[]
konkursy,1,[]
konkina,1,[]
koninianom,1,[]
konin,1,[]
kondratowicza,1,[]
koncert,1,[]
koncepcję,1,[]
koncepcji,1,[]
konami,1,[]
komuny,1,['radość;zaufanie;smutek;złość;wstręt;']
komunikacji,1,[]
kompozycjami,1,[]
kompostownika,1,[]
kompleksów,1,[]
kompleksie,1,[]
kompleksem,1,[]
komorowicach,1,[]
komonica,1,[]
komisji,1,[]
kominek,1,[]
kombatanta,1,[]
kolędnicy,1,[]
kolor,1,[]
kolonistów,1,[]
kolonii,1,[]
kolonie,1,[]
kolo,1,['złość;radość;wstręt' 'zaufanie;złość;radość']
kolizjom,1,[]
kolibrów,1,[]
kolejnosci,1,[]
kole,1,[]
kokota,1,[]
kokoszki,1,[]
kocia,1,[]
kluby,1,[]
klubem,1,[]
klonowicza,1,[]
klonami,1,[]
klombów,1,[]
klombie,1,[]
kliny,1,[]
klin,1,[]
klimzowiec,1,[]
klimczakahlonda,1,[]
klimczaka,1,[]
klimat,1,['cieszenie się na;radość;smutek' 'radośc;smutek;strach']
klimasa,1,[]
klifu,1,[]
klif,1,[]
kleszcze,1,[]
kleszczami,1,[]
klasy,1,[]
klasie,1,[]
klary,1,[]
kirasjerów,1,[]
kinem,1,[]
kiju,1,[]
kiełpinek,1,[]
kierunków,1,[]
kiedys,1,[]
ki,1,[]
kejtrobieg,1,[]
kałuży,1,[]
kałuż,1,[]
kazimierzu,1,[]
kazdy,1,[]
kawodrza,1,[]
kawałkiem,1,[]
kawałka,1,[]
kawałek,1,[]
katy,1,[]
katering,1,[]
kasztanowiec,1,[]
kasztanowcem,1,[]
kasztanowca,1,[]
kasprowicza,1,[]
karłowice,1,[]
karwiny,1,[]
karty,1,[]
karta,1,[]
karolinka,1,[]
karmą,1,[]
karmnika,1,[]
karmienie,1,[]
karma,1,[]
kardynała,1,[]
karczma,1,[]
karb,1,[]
karate,1,[]
kara,1,[]
kapliczki,1,[]
kaplicy,1,[]
kapelusz,1,[]
kanał,1,[]
kanalu,1,[]
kanalizację,1,[]
kanalizacja,1,[]
kanale,1,[]
kampanią,1,[]
kamionka,1,[]
kamienica,1,[]
kamienic,1,[]
kamieni,1,[]
kamery,1,[]
kalisteniki,1,[]
kalistenika,1,[]
kalin,1,[]
kalety,1,[]
kalenicy,1,[]
kajaków,1,[]
kaczy,1,[]
kacze,1,[]
kable,1,[]
kabiną,1,[]
kabinie,1,[]
kabin,1,[]
kabaty,1,[]
kabata,1,[]
juniorów,1,[]
julbach,1,[]
josepha,1,[]
jogi,1,[]
jeżom,1,[]
jezioro,1,[]
jeziorku,1,[]
jeziorach,1,[]
jeziora,1,[]
jezdnie,1,[]
jezdniami,1,[]
jezdniach,1,[]
jednostka,1,[]
jałowiec,1,[]
jazz,1,[]
jasność,1,[]
jaskier,1,[]
jasień,1,[]
jarzębiny,1,[]
jarzębingrusz,1,[]
jarzmie,1,[]
jarmarków,1,[]
jardów,1,[]
jaracza,1,[]
janowie,1,[]
jakość,1,[]
jagiellonów,1,[]
jadźwingów,1,[]
jad,1,[]
jacka,1,[]
jabłoń,1,[]
jabłonie,1,[]
jabłoni,1,[]
jablonki,1,[]
irys,1,[]
inwestycji,1,"['radość;cieszenie się na coś oczekiwanego;smutek;złość;'
 'radość;smutek;złość;']"
inwazja,1,[]
internet,1,[]
instytucie,1,[]
inkubator,1,[]
inicjatyw,1,[]
inicjacja,1,['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;strach;']
infinityroom,1,[]
imprez,1,['złość;radość' 'złość;radość']
imienniczek,1,[]
imienia,1,[]
imielin,1,[]
ily,1,[]
iluminacje,1,[]
ilosci,1,[]
il,1,[]
iiiiiib,1,[]
ii,1,[]
igrzyska,1,[]
igloo,1,[]
identyfikacji,1,[]
ibo,1,[]
hydrolog,1,[]
huśtawek,1,[]
huty,1,[]
hustawka,1,[]
humusu,1,[]
hucie,1,[]
hubala,1,[]
hrabianki,1,[]
hołdu,1,[]
hoteli,1,[]
hospicjum,1,[]
hortensji,1,[]
hopper,1,[]
historią,1,[]
historia,1,[]
hipotecznauzupełnienie,1,[]
hip,1,[]
high,1,[]
hełmu,1,[]
herby,1,[]
henrykowski,1,[]
helenae,1,[]
heksan,1,[]
havla,1,[]
hasłem,1,[]
harce,1,['złość;radość' 'złość;radość']
hamaków,1,[]
hamaki,1,[]
halą,1,[]
h.reymana,1,['radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;']
głębocka,1,[]
głowie,1,['zaufanie;złość' 'zaufanie;złość;wstręt']
głosów,1,[]
głos,1,[]
głogi,1,[]
gądówpopowice,1,[]
górą,1,"['radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;wstręt;']"
gór,1,"['radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;wstręt;']"
gwiazda,1,[]
gwarę,1,[]
gutkowie,1,[]
gródek,1,[]
gród,1,[]
grzybówki,1,[]
grzegórzkach,1,[]
grzegorza,1,[]
grusze,1,[]
grusza,1,[]
grupy,1,[]
gruntów,1,[]
grudziądzu,1,[]
grota,1,[]
groszek,1,[]
gromadzenia,1,"['cieszenie się na coś oczekiwanego;'
 'cieszenie się na coś oczekiwanego;smutek;strach;']"
grodzisko,1,[]
grochówka,1,[]
grn,1,[]
grilowania,1,[]
grillowania,1,[]
grilla,1,[]
grembach,1,[]
green,1,[]
granią,1,[]
granie,1,[]
granicą,1,[]
granicy,1,[]
granic,1,[]
graffiti,1,[]
grabówki,1,[]
grabowska,1,[]
grabiszynek,1,[]
grabiszyn,1,[]
goździków,1,[]
gościniec,1,[]
gołębi,1,[]
gospodarki,1,[]
gorzków,1,[]
gontem,1,[]
golędzinów,1,[]
golf,1,[]
goetla,1,[]
godziny,1,['radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;']
gocławiu,1,[]
gocław,1,[]
gniazdowania,1,[]
gniazdami,1,[]
gniazda,1,[]
glosowaniu,1,[]
glogera,1,[]
glinie,1,[]
